Partita_IVA;Sede_o_UL;Forma_giuridica;Email;Data_iscrizione;Denominazione;Cap;Comune;Classe_addetti;Telefono;Attivita'_dichiarata;Codice_ateco_principale;Settore_livello_2;Indirizzo_corretto;URL;Keys;Has_contact_form;Available_translations;Facebook;Twitter;Linkedin;Youtube;Pinterest;Instagram
03264730288;UL;SOCIETA' COOPERATIVA;;10/10/2016;WORK CROSSING COOPERATIVA SOCIALE PER AZIONI CON SIGLA WORK CROSSING COOP. SOC. P.A.;35011;CAMPODARSEGO;50-249;;PREPARAZIONE E SOMMINISTRAZIONE DI PASTI (MENSA AZIENDALE INTERNA) (DAL 10/10/2016);56.29.1;Fornitura di pasti preparati (catering e mense);VIA CALTANA, 24, 35011 CAMPODARSEGO PD;;;;;;;;;;
04206380273;SEDE;IMPRESA INDIVIDUALE;;04/12/2013;YE SHAOLIU;35011;CAMPODARSEGO;0-2;;SOMMINISTRAZIONE DI ALIMENTI E BEVANDE: BAR;56.10.11;Ristoranti e attività di ristorazione mobile;VIA GARIBALDI, 14, 35011 CAMPODARSEGO PD;;;;;;;;;;
03377450287;SEDE;IMPRESA INDIVIDUALE;;22/01/1999;ZAGO MARIA;35011;CAMPODARSEGO;0-2;049/5565082;TRATTORIA;56.10.11;Ristoranti e attività di ristorazione mobile;VIA BASSA III, 19, 35011 CAMPODARSEGO PD;;;;;;;;;;
02671360283;SEDE;SOCIETA' IN NOME COLLETTIVO;;13/05/1996;ZUANETTI ANNALISA & C. SNC;35011;CAMPODARSEGO;0-2;049/5564845;;56.10.11;Ristoranti e attività di ristorazione mobile;VIA LUSORE, 2, 35011 CAMPODARSEGO PD;;;;;;;;;;
05405330282;UL;SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA;;24/02/2022;7 DI FIORI SOCIETA' A RESPONSABILIITA' LIMITATA SEMPLIFICATA;35012;CAMPOSAMPIERO;;;SOMMINISTRAZIONE ALIMENTI E BEVANDE AL PUBBLICO (BAR - CAFFETTEIRA CON PICCOLA CUCINA) (DAL 24/02/2022);56.3;Bar e altri esercizi simili senza cucina;CONTRA' RIALTO, 14, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
04431940289;SEDE;IMPRESA INDIVIDUALE;;23/12/2009;AFFITTACAMERE DI COLETTO RINA;35012;CAMPOSAMPIERO;0-2;;AFFITTACAMERE;55.20.51;Alloggi per vacanze e altre strutture per brevi soggiorni;VIA BARATELLA, 15/17, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
04292940287;SEDE;SOCIETA' IN ACCOMANDITA SEMPLICE;;16/04/2008;AL TEZZON HOTEL S.A.S. DI VITTONE LUCIANA & C.;35012;CAMPOSAMPIERO;10-49;;RISTORANTE, BAR;56.10.11;Ristoranti e attività di ristorazione mobile;VIA TRENTO TRIESTE, 33/10, 35012 CAMPOSAMPIERO PD;https://www.altezzonhotel.com/;hotel, camera, suite, tezzon, camposampiero, padova, prenota, offerte, ristorante, eventi, luciana, lab, rooms, fisc, visione, vittone, erogati, preso, fornire, legali, trieste, trento, aiutano, idromassaggio, superior, tezzon hotel, camposampiero padova, hotel lab, hotel vittone, rooms suite;False;zh-cn, no, ca, vi, it, en;https://it-it.facebook.com/Al.Tezzon.Hotel/;;;;;https://www.instagram.com/al_tezzon/
04292940287;UL;SOCIETA' IN ACCOMANDITA SEMPLICE;;27/10/2015;AL TEZZON HOTEL S.A.S. DI VITTONE LUCIANA & C.;35012;CAMPOSAMPIERO;10-49;;RISTORANTE, BAR (DAL 27/10/2015);56.10.11;Ristoranti e attività di ristorazione mobile;VIA TRENTO TRIESTE, 33/9, 35012 CAMPOSAMPIERO PD;https://www.altezzonhotel.com/;hotel, camera, suite, camposampiero, tezzon, padova, prenota, offerte, ristorante, eventi, luciana, vittone, lab, fisc, trieste, trento, rooms, visione, aiutano, fornire, preso, legali, erogati, superior, idromassaggio, tezzon hotel, vittone luciana, hotel lab, hotel vittone, trento trieste;False;zh-cn, no, vi, it, en;https://it-it.facebook.com/Al.Tezzon.Hotel/;;;;;https://www.instagram.com/al_tezzon/
04810800286;SEDE;SOCIETA' IN NOME COLLETTIVO;;22/04/2014;APICE S.N.C. DI CEOLA ELENA & C.;35012;CAMPOSAMPIERO;0-2;;GELATERIA ARTIGIANALE DA ASPORTO SVOLTA NELL'UL DI TOMBOLO,VIA MONTALE 4;56.10.3;Ristoranti e attività di ristorazione mobile;VIA GANDHI, 3, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
04677780266;UL;SOCIETA' A RESPONSABILITA' LIMITATA;;28/11/2014;ART MARK S.R.L.;35012;CAMPOSAMPIERO;;; RISTORAZIONE CON SOMMINISTRAZIONE(DAL 28.11.2014);56.10.11;Ristoranti e attività di ristorazione mobile;VIA G. MARCONI, 26, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
04206690283;SEDE;SOCIETA' IN NOME COLLETTIVO;;22/05/2007;B.& C. S.N.C. DI FLAVIO CARRARO;35012;CAMPOSAMPIERO;3-9;;;56.3;Bar e altri esercizi simili senza cucina;VIA PITOCCHE, 32/A, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
03460830288;UL;SOCIETA' IN ACCOMANDITA SEMPLICE;;01/02/2014;BANCO DE ZIRO DI SIMIONATO GIANCARLO & C. S.A.S.;35017;PIOMBINO DESE;0-2;;ESERCIZIO DI SOMMINISTRAZIONE DI ALIMENTI E BEVANDE: BAR (DAL 01/02/2014);56.3;Bar e altri esercizi simili senza cucina;VIA ROMA, 19/B, 35017 PIOMBINO DESE PD;;;;;;;;;;
05273290287;SEDE;SOCIETA' IN NOME COLLETTIVO;;07/02/2020;BAR CASTELLO S.N.C. DI DIONESE MASSIMO & C.;35012;CAMPOSAMPIERO;3-9;;BAR SENZA CUCINA, (DAL 20/02/2020);56.3;Bar e altri esercizi simili senza cucina;PIAZZA CASTELLO, 38, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
03375070285;UL;SOCIETA' IN NOME COLLETTIVO;BELTRAME.C@LIBERO.IT;11/08/2008;BAR CRISTINA S.N.C. DI BELTRAME CRISTIAN E SCHIAVON CARLO;35012;CAMPOSAMPIERO;3-9;;BAR (DAL 11/08/2008);56.3;Bar e altri esercizi simili senza cucina;VIA B.MOGNO, 46, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
04839910280;SEDE;IMPRESA INDIVIDUALE;;24/11/2014;BAR LINA DI ZHU FANG;35012;CAMPOSAMPIERO;0-2;;BAR E ALTRI ESERCIZI SIMILI SENZA CUCINA;56.3;Bar e altri esercizi simili senza cucina;VIA CONTRA' DEI NODARI, 35, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
05091980283;SEDE;IMPRESA INDIVIDUALE;;15/11/2017;BAR MIMI' DI YU MINGMING;35012;CAMPOSAMPIERO;0-2;;BAR E ALTRI ESERCIZI SIMILI SENZA CUCINA;56.3;Bar e altri esercizi simili senza cucina;VIA BORGO RUSTEGA, 109, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
02053980286;SEDE;SOCIETA' IN NOME COLLETTIVO;;21/04/1986;BELLOTTO F.LLI S.N.C. DI BELLOTTO GIANNI CARLO E C.;35012;CAMPOSAMPIERO;0-2;049/5790417;BAR, PIZZERIA (DAL 2.12.1986) AFFITTACAMERE (DAL 21.12.2001).;56.3;Bar e altri esercizi simili senza cucina;BORGO TRENTO TRIESTE, 11, 35012 CAMPOSAMPIERO PD;http://www.locandatergola.it/;tergola, locanda, camposampiero, pizzeria, padova, albergo, bar, ristorante, ospedale, cell, borgo, trento, trieste, internetimage, industriale, agency, sr, limena, santuario, antoniano, svolta, prenota, seguire, sp, santo, locanda tergola, tergola padova, ospedale camposampiero, pizzeria tergola, albergo ospedale;;en, it;;;;;;
00674960281;SEDE;IMPRESA INDIVIDUALE;;22/09/1976;BENASCIUTTI GIANNI;35012;CAMPOSAMPIERO;0-2;049/5790561;AFFITTACAMERE (DAL 18.02.2002),;55.20.51;Alloggi per vacanze e altre strutture per brevi soggiorni;BORGO TRENTO TRIESTE, 63, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
01376500284;SEDE;SOCIETA' IN ACCOMANDITA SEMPLICE;;08/07/1987;BENETTI S.A.S. DI BENETTI E. &. C.;35012;CAMPOSAMPIERO;3-9;049/5794468;;56.10.11;Ristoranti e attività di ristorazione mobile;VIA GIORGIONE, 26, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
04793220288;SEDE;SOCIETA' IN ACCOMANDITA SEMPLICE;;14/02/2014;BLU' NOTTE SAS DI KOZLA ILDIKO E C.;35012;CAMPOSAMPIERO;0-2;;ESERCIZIO DI SOMMINISTRAZIONE DI ALIMENTI E BEVANDE - BAR;56.3;Bar e altri esercizi simili senza cucina;VIA STRAELLE SAN PIETRO, 193, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
04793220288;UL;SOCIETA' IN ACCOMANDITA SEMPLICE;;03/03/2014;BLU' NOTTE SAS DI KOZLA ILDIKO E C.;35010;SAN GIORGIO DELLE PERTICHE;0-2;;ESERCIZIO DI SOMMINISTRAZIONE DI ALIMENTI E BEVANDE - BAR (DAL 03/03/2014);56.3;Bar e altri esercizi simili senza cucina;VIA PIOVEGO, 87, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
03940430287;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;18/08/2004;BOCCON SRL;35012;CAMPOSAMPIERO;10-49;;RISTORAZIONE CON SOMMINISTRAZIONE;56.10.11;Ristoranti e attività di ristorazione mobile;VIA ALBARELLA, 13, 35012 CAMPOSAMPIERO PD;https://www.bocondivino.com/;divino, bocon, ristorante, padova, cene, location, aziendali, matrimoni, eventi, pranzo, camposampiero, albarella, seleziona, ottimizzato, prismi, domenica, apertura, restaurant, meeting, carne, ristoranti, venezia, treviso, matrimonio, tipico, bocon divino, cene aziendali, aziendali padova, divino location, location cene;True;en, it;https://it-it.facebook.com/pages/category/Italian-Restaurant/Bocon-Divino-Pagina-ufficiale-288417827957130/;;;;;https://www.instagram.com/_bocondivino_/
05344220289;SEDE;IMPRESA INDIVIDUALE;;01/02/2021;CAFFETTERIA ANTONIANA DI PERIN MARIA ELENA;35012;CAMPOSAMPIERO;0-2;;SOMMINISTRAZIONE DI ALIMENTI E BEVANDE: BAR, CAFFETTERIA;56.3;Bar e altri esercizi simili senza cucina;BORGO TRENTO TRIESTE, 51, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
03982220273;SEDE;IMPRESA INDIVIDUALE;;26/10/2010;CALZAVARA DENIS;35012;CAMPOSAMPIERO;3-9;;RISTORANTE;56.10.11;Ristoranti e attività di ristorazione mobile;VIA MARIO VISENTIN, 31, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
04248290274;SEDE;IMPRESA INDIVIDUALE;;20/03/2017;CAMPIDOGLIO VERONICA;35012;CAMPOSAMPIERO;0-2;;BAR CON PICCOLA CUCINA;56.3;Bar e altri esercizi simili senza cucina;PIAZZA DANTE, 3, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
04752270282;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;05/08/2013;CAPPELLETTO S.R.L.;35012;CAMPOSAMPIERO;3-9;;LABORATORIO DI PRODUZIONE PRODOTTI DI PASTICCERIA E GELATERIA (DAL 01/08/2013);56.10.3;Ristoranti e attività di ristorazione mobile;VIA STRAELLE, 50, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
05248020280;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA;;21/10/2019;CARL & MARX SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA;35012;CAMPOSAMPIERO;0-2;;BAR E ALTRI ESERCIZI SIMILI SENZA CUCINA;56.3;Bar e altri esercizi simili senza cucina;VIA FILIPPETTO, 2, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
05112840284;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA;;06/02/2018;CORSO 61 SRLS;35010;SANTA GIUSTINA IN COLLE;3-9;;RISTORAZIONE CON SOMMINISTRAZIONE - ATTIVITA' ESERCITATA PRESSO L'UNITA' LOCALE;56.10.11;Ristoranti e attività di ristorazione mobile;VIA DANTE, 106, 35010 SANTA GIUSTINA IN COLLE PD;;;;;;;;;;
05112840284;UL;SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA;;03/02/2018;CORSO 61 SRLS;35012;CAMPOSAMPIERO;3-9;;RISTORAZIONE CON SOMMINISTRAZIONE (DAL 03/02/2018);56.10.11;Ristoranti e attività di ristorazione mobile;VIA CORSO, 33, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
03321440277;UL;SOCIETA' IN ACCOMANDITA SEMPLICE;;22/09/2001;COSMA S.A.S. DI BEN BEDHIAF FOUED;35012;CAMPOSAMPIERO;;; BAR, PIZZERIA (DAL 22.9.2001).;56.3;Bar e altri esercizi simili senza cucina;VIA BORGO RUSTEGA, 85, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
04599410281;SEDE;SOCIETA' IN NOME COLLETTIVO;;27/10/2011;COTTON CLUB DI LIN HUANLE E XIAOLIAN LIN SNC;35012;CAMPOSAMPIERO;0-2;;BAR;56.3;Bar e altri esercizi simili senza cucina;VIA A. TENTORI, 50, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
04794440281;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;18/02/2014;CREAMART S.R.L.;35012;CAMPOSAMPIERO;0-2;;COMMERCIO SU AREE PUBBLICHE IN FORMA ITINERANTE DI GELATI;56.10.41;Ristoranti e attività di ristorazione mobile;VIA GUIDO DE ROSSIGNOLI, 19, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
04030290284;SEDE;COOPERATIVA SOCIALE;;30/06/2005;CUCINA&SAPORI - COOPERATIVA SOCIALE;35012;CAMPOSAMPIERO;50-249;049/5792346;PREPARAZIONE PASTI PER LA RISTORAZIONE COLLETTIVA PRESSO ENTI, COMUNITA', STRUTTURE RESIDENZIALI, ALBERGHIERE, SOCIALI E SANITARIE,  SERVIZI DI MENSA PUBBLICA E PRIVATA.;56.29.2;Fornitura di pasti preparati (catering e mense);VIA STRAELLE SAN PIETRO, 12/G, 35012 CAMPOSAMPIERO PD;https://www.cucinaesapori.com/;sapori, cooperativa, cucina, ristorazione, cottura, banqueting, catering, camposampiero, piombino, dese, padova, natura, pagine, straelle, toggle, ghebo, raccogliere, fornire, pi, statistica, elimina, elemento, accedendo, visualizzazione, primaria, cucina sapori, sapori cooperativa, catering banqueting, piombino dese, visualizzazione pagine;;it;;;;;;
04030290284;UL;COOPERATIVA SOCIALE;;27/01/2011;CUCINA&SAPORI - COOPERATIVA SOCIALE;35012;CAMPOSAMPIERO;50-249;;PREPARAZIONE PASTI PER LA RISTORAZIONE COLLETTIVA PRESSO ENTI, COMUNITA', STRUTTURE RESIDENZIALI, ALBERGHIERE, SOCIALI E SANITARIE, SERVIZI DI MENSA PUBBLICA E PRIVATA, SENZA SOMMINISTRAZIONE (DAL 27/01/2011);56.29.2;Fornitura di pasti preparati (catering e mense);VIA BONORA, 30, 35012 CAMPOSAMPIERO PD;https://www.cucinaesapori.com/;sapori, cooperativa, cucina, ristorazione, cottura, banqueting, catering, camposampiero, piombino, dese, padova, natura, pagine, straelle, toggle, ghebo, raccogliere, fornire, pi, statistica, elimina, elemento, accedendo, visualizzazione, primaria, cucina sapori, sapori cooperativa, catering banqueting, piombino dese, visualizzazione pagine;;it;;;;;;
04030290284;UL;COOPERATIVA SOCIALE;;20/01/2017;CUCINA&SAPORI - COOPERATIVA SOCIALE;35017;PIOMBINO DESE;50-249;;CATERING CONTINUATIVO SU BASE CONTRATTUALE ULTERIORI SPECIFICHE: PREPARAZIONE PASTI PER LA RISTORAZIONE COLLETTIVA PRESSO ENTI, COMUNITA', STRUTTURE RESIDENZIALI, ALBERGHIERE, SOCIALI E SANITARIE, CENTRO COTTURA SENZA SOMMINISTRAZIONE (DAL 20/01/2017);56.29.2;Fornitura di pasti preparati (catering e mense);VIA GHEBO, 10, 35017 PIOMBINO DESE PD;https://www.cucinaesapori.com/;sapori, cooperativa, cucina, ristorazione, cottura, banqueting, catering, camposampiero, piombino, dese, padova, natura, pagine, straelle, toggle, ghebo, raccogliere, fornire, pi, statistica, elimina, elemento, accedendo, visualizzazione, primaria, cucina sapori, sapori cooperativa, catering banqueting, piombino dese, visualizzazione pagine;;it;;;;;;
03463330286;SEDE;IMPRESA INDIVIDUALE;;14/09/2000;EL FELLAH NOUREDDINE;35012;CAMPOSAMPIERO;0-2;;PRODUZIONE DI PANINI, KEBAB, PIZZE (DAL 27.11.2008) COMMERCIO AL DETTAGLIO DI ABBIGLIAMENTO ED ARTICOLI PER LA CASA (DAL 12/02/2004) COMMERCIO AL MINUTO DI BIBITE (DAL 1.6.2009).;56.10.2;Ristoranti e attività di ristorazione mobile;VIA CORDENONS, 1, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
03946110289;UL;SOCIETA' A RESPONSABILITA' LIMITATA;;27/11/2012;EUROPA SOCIETA' A RESPONSABILITA' LIMITATA IN SIGLA EUROPA S.R.L.;35012;CAMPOSAMPIERO;3-9;;BAR,PIZZERIA, RISTORANTE (DAL 27/11/2012);56.3;Bar e altri esercizi simili senza cucina;VIA BORGO RUSTEGA, 85, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
03379460284;UL;SOCIETA' A RESPONSABILITA' LIMITATA;;01/01/2019;FARIEL INVEST S.R.L.;35012;CAMPOSAMPIERO;3-9;;BAR E PASTICCERIA ( DAL 01.01.2019);56.3;Bar e altri esercizi simili senza cucina;;;;;;;;;;;
05171270282;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;06/11/2018;GIMAX S.R.L.;35012;CAMPOSAMPIERO;0-2;;BAR E ALTRI ESERCIZI SIMILI SENZA CUCINA;56.3;Bar e altri esercizi simili senza cucina;VIA VITO FILIPPETTO, 2/9, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
05314490284;SEDE;SOCIETA' IN NOME COLLETTIVO;;24/09/2020;IGUAL S.N.C. DI BASSO SIMONE E BASSO MATTEO;35012;CAMPOSAMPIERO;0-2;;RISTORANTE DI PESCE CON CUCINA E BAR;56.10.11;Ristoranti e attività di ristorazione mobile;VIA RIALTO, 13, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
03369510288;UL;SOCIETA' A RESPONSABILITA' LIMITATA;;13/01/2012;INDIVIA S.R.L.;35012;CAMPOSAMPIERO;10-49;;ESERCIZIO DI SOMMINISTRAZIONE DI ALIMENTI E BEVANDE - BAR (DAL 13/01/2012);56.3;Bar e altri esercizi simili senza cucina;VIA CAO DEL MONDO, 1, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
05189030280;SEDE;SOCIETA' IN NOME COLLETTIVO;;21/01/2019;J&B SNC DI MAIONE ANNA & C.;35012;CAMPOSAMPIERO;0-2;;BAR E CAFFE';56.3;Bar e altri esercizi simili senza cucina;VIA DIEGO VALERI, 10, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
05044520285;SEDE;IMPRESA INDIVIDUALE;;07/03/2017;L M DI MELETTO LINO;35010;LOREGGIA;3-9;;;56.3;Bar e altri esercizi simili senza cucina;VIA RONCHI, 135, 35010 LOREGGIA PD;;;;;;;;;;
05044520285;UL;IMPRESA INDIVIDUALE;;14/05/2017;L M DI MELETTO LINO;35012;CAMPOSAMPIERO;3-9;;SOMMINISTRAZIONE DI ALIMENTI E BEVANDE: BAR (DAL 14.05.2017);56.3;Bar e altri esercizi simili senza cucina;;;;;;;;;;;
04651120281;SEDE;SOCIETA' IN NOME COLLETTIVO;;08/05/2012;LA BRACE S.N.C. DI MENEGATTI MAURIZIO E PITTARELLO LUCIA;35012;CAMPOSAMPIERO;3-9;;PREPARAZIONE E COTTURA CARNI ROSSE, BIANCHE E PESCE (DAL 12.10.2012);56.10.2;Ristoranti e attività di ristorazione mobile;VIA STRAELLE, 27, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
03481160285;SEDE;SOCIETA' IN NOME COLLETTIVO;;07/02/2000;LA FONTE DEL GELATO S.N.C. DI CARRARO MASSIMO & C.;35012;CAMPOSAMPIERO;3-9;049/9300948;ATTIVITA' DI BAR BIANCO SVOLTA PRESSO L'UNITA' LOCALE N. 3;56.3;Bar e altri esercizi simili senza cucina;VIA ARISTIDE TENTORI, 40, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
03481160285;UL;SOCIETA' IN NOME COLLETTIVO;;15/06/2013;LA FONTE DEL GELATO S.N.C. DI CARRARO MASSIMO & C.;35010;VILLA DEL CONTE;3-9;;VENDITA DI GELATO ARTIGIANALE DI PRODUZIONE PROPRIA (DAL 15.06.2013);56.10.3;Ristoranti e attività di ristorazione mobile;;;;;;;;;;;
03481160285;UL;SOCIETA' IN NOME COLLETTIVO;;16/06/2021;LA FONTE DEL GELATO S.N.C. DI CARRARO MASSIMO & C.;35012;CAMPOSAMPIERO;3-9;;BAR BIANCO (DAL 05.08.2021);56.3;Bar e altri esercizi simili senza cucina;PIAZZA VITTORIA, 17, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
03243890286;SEDE;IMPRESA INDIVIDUALE;;11/08/1997;LOCANDA SANT'ANTONIO DI GULIZIA MARIA;35012;CAMPOSAMPIERO;3-9;;RISTORANTE, PIZZERIA, TRATTORIA (DAL 04.08.97), BAR (DAL 04.09.97);56.10.11;Ristoranti e attività di ristorazione mobile;PIAZZA CASTELLO, 15, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
03929050288;SEDE;SOCIETA' IN ACCOMANDITA SEMPLICE;;23/06/2004;LOGICO SAS DI ZHAN QIUXIAN E C.;35012;CAMPOSAMPIERO;3-9;;ESERCIZIO DI SOMMINISTRAZIONE DI ALIMENTI E BEVANDE: BAR;56.3;Bar e altri esercizi simili senza cucina;VIA MARCONI, 22, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
05389180281;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA;;21/06/2021;LORENZA SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA;35012;CAMPOSAMPIERO;3-9;;RISTORAZIONE CON SOMMINISTRAZIONE;56.10.11;Ristoranti e attività di ristorazione mobile;VIA BORGO PADOVA, 112, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
05225020287;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA;;06/06/2019;LUNA RISTORAZIONE SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICAT A;35012;CAMPOSAMPIERO;3-9;;;56.10.11;Ristoranti e attività di ristorazione mobile;VIA GIORGIONE, 3/2, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
04231880289;UL;SOCIETA' A RESPONSABILITA' LIMITATA;;24/09/2014;MADISON S.R.L.;35010;SANTA GIUSTINA IN COLLE;50-249;;RISTORAZIONE CON SOMMINISTRAZIONE (DAL 24.09.2014);56.10.11;Ristoranti e attività di ristorazione mobile;VIA TREMARENDE, 35, 35010 SANTA GIUSTINA IN COLLE PD;;;;;;;;;;
04231880289;UL;SOCIETA' A RESPONSABILITA' LIMITATA;;01/01/2014;MADISON S.R.L.;35012;CAMPOSAMPIERO;50-249;;;56.10.11;Ristoranti e attività di ristorazione mobile;VIA GUIZZE, 32, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
11543450016;SEDE;IMPRESA INDIVIDUALE;;12/07/2016;MELA CAFE' DI HU LIZHOU;35012;CAMPOSAMPIERO;0-2;;BAR;56.3;Bar e altri esercizi simili senza cucina;VIA BORGO RUSTEGA, 119/B, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
04979970284;SEDE;IMPRESA INDIVIDUALE;STUDIOROBERTAMASIERO@VIRGILIO.IT;10/05/2016;MIOCAFE' DI SERENA DEGLI AGOSTINI;35012;CAMPOSAMPIERO;3-9;;BAR CON PICCOLA CUCINA;56.3;Bar e altri esercizi simili senza cucina;VICOLO BEATO CRESCENZIO, 13, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
04921370286;UL;SOCIETA' A RESPONSABILITA' LIMITATA;;15/06/2018;NATURALMENTE VIVO PANE S.R.L.;35012;CAMPOSAMPIERO;10-49;;RISTORAZIONE CON SOMMINISTRAZIONE(DAL 15/06/2018);56.10.11;Ristoranti e attività di ristorazione mobile;VIA MOGNO, 28, 35012 CAMPOSAMPIERO PD;https://naturalmentevivo.digibrandshop.com/;naturalmente, vivo, padova, prodotti, carrello, recensioni, prova, bebrand, scorrere, alto, designed, sano, ceci, delivery, ritiro, metodo, greenfood, aggiuntive, commenti, digibrandshop, commento, naturalmentevivo, wp, contrassegnati, annulla, naturalmente vivo, scorrere alto, metodo ritiro, digibrandshop wp, naturalmentevivo digibrandshop;True;it;https://www.facebook.com/sharer.php?u=https://naturalmentevivo.digibrandshop.com/&t=Home;https://twitter.com/share?text=Home&url=https://naturalmentevivo.digibrandshop.com/;https://linkedin.com/shareArticle?mini=true&title=Home&url=https://naturalmentevivo.digibrandshop.com/;;;https://www.instagram.com/naturalmentevivocamposampiero/?hl=it
04765260288;SEDE;IMPRESA INDIVIDUALE;;24/10/2013;PAGGIARO VALERIO;35012;CAMPOSAMPIERO;0-2;;CLASSIFICAZIONE ISTAT: BAR E ALTRI ESERCIZI SIMILI SENZA CUCINA ULTERIORI SPECIFICHE: BAR;56.3;Bar e altri esercizi simili senza cucina;PIAZZA CASTELLO, 11, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
01433780283;SEDE;IMPRESA INDIVIDUALE;;21/12/1992;PIROLO OLIANA;35012;CAMPOSAMPIERO;0-2;049/9301013;BAR (DAL 10.12.1992), RISTORANTE (DAL 19.05.97);56.3;Bar e altri esercizi simili senza cucina;VIA BONORA, 15, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
05153820286;SEDE;SOCIETA' IN NOME COLLETTIVO;;27/07/2018;PIZZA OTTIMA S.N.C. DI MOHAMMED NUR ISLAM E ISLAM SYJUL ISLAM;35012;CAMPOSAMPIERO;10-49;;PIZZERIA DA ASPORTO;56.10.2;Ristoranti e attività di ristorazione mobile;VIA BENEDETTO MOGNO, 2/A, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
05046420286;SEDE;IMPRESA INDIVIDUALE;;17/05/2017;PIZZERIA DA TOMMASO DI STOJKU SHPETIM;35012;CAMPOSAMPIERO;3-9;;PIZZERIA DA ASPORTO SENZA SOMMINISTRAZIONE;56.10.2;Ristoranti e attività di ristorazione mobile;VIA BORGO RUSTEGA, 23/A, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
01031020280;SEDE;IMPRESA INDIVIDUALE;;31/12/1981;PIZZERIA PAPILLON DI OBETTI LUCIA;35012;CAMPOSAMPIERO;10-49;049/5790792;RISTORAZIONE CON SOMMINISTRAZIONE, PIZZERIA, RISTORANTE;56.10.11;Ristoranti e attività di ristorazione mobile;BORGO RUSTEGA, 65, 35012 CAMPOSAMPIERO PD;https://www.ristorantepizzeriapapillon.com/;mozzarella, pomodoro, consent, prosciutto, funghi, months, performance, category, store, prodotti, rucola, plugin, functional, checkbox, cookielawinfo, gorgonzola, derivati, visitors, grana, porcini, cipolla, vino, speck, salamino, crudo, pomodoro mozzarella, plugin store, consent category, cookielawinfo checkbox, consent plugin;False;en, it;;;;;;
