Partita_IVA;Sede_o_UL;Forma_giuridica;Email;Data_iscrizione;Denominazione;Cap;Comune;Classe_addetti;Telefono;Attivita'_dichiarata;Codice_ateco_principale;Settore_livello_2;Indirizzo_corretto;URL;Keys;Has_contact_form;Available_translations;Facebook;Twitter;Linkedin;Youtube;Pinterest;Instagram
05440340288;SEDE;IMPRESA INDIVIDUALE;GIOEART1@GMAIL.COM;24/02/2022;OBINU MARIA GIOVANNA ARTIGIANA OGGETTISTICA DECORATIVA;35012;CAMPOSAMPIERO;;339/6412866;CREAZIONE OGGETTISTICA DECORATIVA;47.78.32;Altre attività di commercio al dettaglio;VIA MUSON, 20, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
00401500285;UL;SOCIETA' A RESPONSABILITA' LIMITATA;;09/04/1968;OFFICINA ORTOPEDICA GOMIERO SOCIETA' A RESPONSABILITA' LIMITATA CON SIGLA OFFICINA ORTOPEDICA GOMIERO S.R.L.;35012;CAMPOSAMPIERO;10-49;049/5792144;COMMERCIO AL DETTAGLIO DI PRODOTTI SANITARI, ARTICOLI MEDICALI E ORTOPEDICI, APPARECCHI MEDICALI ED ORTOPEDICI (DAL 25.5.1988);47.74;Altre attività di commercio al dettaglio;VIA BORGO TRENTO TRIESTE, 61, 35012 CAMPOSAMPIERO PD;https://www.gomiero.com/;speciale, listino, offerta, carrozzine, misura, montascale, tutori, gomiero, ortopedia, saliscale, piede, disabili, negozi, polso, spalla, ortopedici, calzature, gomito, mano, sanitari, scooter, carrello, riabilitazione, plantari, padova, montascale saliscale, busti corsetti, scooter elettrici, officina ortopedica, ortopedica gomiero;True;it;https://www.facebook.com/ortopedia.gomiero/;;https://www.linkedin.com/company/gomiero-officina-ortopedica/;;;
04877120289;SEDE;IMPRESA INDIVIDUALE;;02/03/2015;OGB DI SIMONE OBETTI;35012;CAMPOSAMPIERO;0-2;;AGENTE / RAPPRESENTANTE DI VARI PRODOTTI SENZA PREVALENZA DI ALCUNO ULTERIORI SPECIFICHE: AGENTE DI COMMERCIO DI IMBALLAGGI FLESSIBILI PER IL SETTORE ALIMENTARE E L'INDUSTRIA;46.19.01;Altre attività di commercio all'ingrosso;VIA QUIRINI, 16/A, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
04659340287;SEDE;IMPRESA INDIVIDUALE;;31/07/2012;OJIETOHAMHEN FRIDAY;35012;CAMPOSAMPIERO;0-2;;COMMERCIO A DETTAGLIO PRESSO IL DOMICILIO DEL CONSUMATORE DI: ACCESSORI E ABBIGLIAMENTO, SCARPE, INTIMI, BORSE, OROLOGI, COLLANE E BIJOUX, CASALINGHI ED ACCENDINI (DAL 13/06/2012);47.99.1;Altre attività di commercio al dettaglio;VIA SCARDEONE, 2/5, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
04900580285;SEDE;IMPRESA INDIVIDUALE;;20/05/2015;OKAGBUE PASCHAL CHIMA;35012;CAMPOSAMPIERO;0-2;;COMMERCIO AL DETTAGLIO AMBULANTE DI ALTRI PRODOTTI NCA ULTERIORI SPECIFICHE: COMMERCIO AL DETTAGLIO AMBULANTE DI CALZE, ACCENDINI E FAZZOLETTI.;47.89.09;Altre attività di commercio al dettaglio;VIA ROSSINI, 2, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
01562480283;SEDE;SOCIETA' IN ACCOMANDITA SEMPLICE;;12/03/1982;ORGANIZZAZIONE KIAROB S.A.S. DI ANDRETTA PAOLO E C.;35012;CAMPOSAMPIERO;0-2;049/0495794012;AGENTE DI COMMERCIO PER LA VENDITA DI SEGNALETICA STRADALE (DAL 1.8.1983), CARTA E CANCELLERIA (DAL 27.10.1983),;46.14.02;Altre attività di commercio all'ingrosso;PIAZZA VITTORIA, 12, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
01922830284;SEDE;SOCIETA' IN NOME COLLETTIVO;;22/11/1984;OTTICA MICAGLIO S.N.C. DI MICAGLIO GRAZIELLA & C.;35012;CAMPOSAMPIERO;0-2;;COMMERCIO AL MINUTO DI OTTICA, FOTOGRAFIA E GEODESIA (DAL 19.12.2000);47.78.2;Altre attività di commercio al dettaglio;PIAZZA CASTELLO, 1, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
04482440288;SEDE;IMPRESA INDIVIDUALE;;26/05/2010;OTUBANJO ALABA GABRIEL;35012;CAMPOSAMPIERO;0-2;329/2933205;VENDITA PRESSO IL DOMICILIO DEI CONSUMATORI DI ARTICOLI DI ABBIGLIAMENTO ED ACCE SSORI;47.99.1;Altre attività di commercio al dettaglio;PIAZZA CASTELLO, 2, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
04240010274;UL;SOCIETA' PER AZIONI;;01/08/2014;OVS SPA;35012;CAMPOSAMPIERO;;; GRANDI MAGAZZINI - COMMERCIO AL DETTAGLIO DI ARTICOLI DI ABBIGLIAMENTO UOMO- DONNA-BAMBINO, ARTICOLI PER LA CASA, BIANCHERIA, ACCESSORI DI ABBIGLIAMENTO DI QUALUNQUE TIPO E PREGIO (DAL 01/08/2014);47.19.1;Commercio al dettaglio in esercizi non specializzati (supermercati e grandi magazzini);VIA STRAELLE DI RUSTEGA, 15, 35012 CAMPOSAMPIERO PD;https://www.ovscorporate.it/;ovs, internal, dealing, alert, finanziari, comitato, diff, operiamo, negozi, franchising, careers, basket, stampa, pub, statuto, pm, azionisti, sindacale, collegio, aumento, modello, governance, remunerazione, codice, eventi, internal dealing, dealing diff, dealing pub, pub pm, collegio sindacale;True;en, it;https://www.facebook.com/OVS/;https://twitter.com/OVSofficial;https://www.linkedin.com/company/1581235?trk=vsrp_companies_res_name&trkInfo=VSRPsearchId%3A541448701429621153436%2CVSRPtargetId%3A1581235%2CVSRPcmpt%3Aprimary;https://www.youtube.com/OVSindustry;https://pinterest.com/ovsindustry;https://instagram.com/ovspeople
02463340261;UL;SOCIETA' COOPERATIVA;;12/05/2001;PACE E SVILUPPO SOCIETA' COOPERATIVA SOCIALE;35012;CAMPOSAMPIERO;;049/5790012;COMMERCIO AL DETTAGLIO DI ALIMENTARI E NON ALIMENTARI (DAL 12.05.2001);47.11.4;Commercio al dettaglio in esercizi non specializzati (supermercati e grandi magazzini);PIAZZA CASTELLO, 18, 35012 CAMPOSAMPIERO PD;https://www.pacesviluppo.org/;altromercato, bottega, treviso, sviluppo, pace, veneto, soci, store, equo, essential, functionalities, consent, distretto, stored, function, volontario, commercio, solidale, passi, cooperativa, proposte, fiera, socio, scuole, commenti, bottega altromercato, pace sviluppo, veneto bottega, distretto altromercato, bottega distretto;True;en, it;https://www.facebook.com/PaceSviluppo/;;;;;https://www.instagram.com/pacesviluppo
05252170286;SEDE;IMPRESA INDIVIDUALE;;20/11/2019;PALLARO MARCO;35012;CAMPOSAMPIERO;0-2;;PROCACCIATORI D'AFFARI DI GENERATORI INOX PER ALLEVAMENTI E ALTRI PRODOTTI INERE NTI;46.19.02;Altre attività di commercio all'ingrosso;VIA MOGNO, 39/4, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
04631190289;UL;IMPRESA INDIVIDUALE;;26/04/2013;PANIFICIO - PASTICCERIA BELLOT DI BELLOT ROMANET SERGIO;35012;CAMPOSAMPIERO;3-9;;COMMERCIO AL DETTAGLIO DI PANE, PRODOTTI DA FORNO, PASTICCERIA PRODOTTI NELLA SEDE ARTIGIANA (DAL 26/04/2013);47.24.1;Altre attività di commercio al dettaglio;VIA ANNA MORETTI BONORA, 44, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
04631190289;UL;IMPRESA INDIVIDUALE;;01/02/2017;PANIFICIO - PASTICCERIA BELLOT DI BELLOT ROMANET SERGIO;35010;SAN GIORGIO DELLE PERTICHE;3-9;;COMMERCIO AL DETTAGLIO DI PRODOTTI DI PANE, PRODOTTI DA FORNO E ALIMENTARI (DAL 01/02/2017);47.24.1;Altre attività di commercio al dettaglio;VIA ROMA, 151, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
05138450282;SEDE;IMPRESA INDIVIDUALE;;11/06/2018;PASTRELLO MARCO;35012;CAMPOSAMPIERO;;;COMMERCIO ALL'INGROSSO SENZA DEPOSITO DI SAPONI, DETERSIVI E ALTRI PRODOTTI PER LA PULIZIA;46.44.3;Altre attività di commercio all'ingrosso;VIA ZINGARELLE, 25/A, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
03317000283;SEDE;IMPRESA INDIVIDUALE;@LIVE.IT;03/04/1998;PELLIZZON PAOLO;35012;CAMPOSAMPIERO;0-2;333/7798813; AGENTE DI COMMERCIO PER LA VENDITA DI PRODOTTI COSMETICI E RELATIVI ACCESSORI (DAL 23.03.1998);46.18.33;Altre attività di commercio all'ingrosso;VIA S. FABRIS, 43, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
03478980281;UL;SOCIETA' IN NOME COLLETTIVO;;18/05/2005;PERIN S.N.C. DI PERIN FRANCESCO E C.;35012;CAMPOSAMPIERO;3-9;;COMMERCIO AL MINUTO DI PRODOTTI ALIMENTARI, COMMERCIO AL MINUTO DI CARNI CON MANIPOLAZIONE (DAL 18/05/2005).;47.11.2;Commercio al dettaglio in esercizi non specializzati (supermercati e grandi magazzini);VIA BORGO RUSTEGA, 37, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
02001680285;SEDE;SOCIETA' IN NOME COLLETTIVO;;27/11/1985;PERON ROTTAMI S.N.C. DI PERON DANILO E C.;35012;CAMPOSAMPIERO;3-9;049/5791466;COMMERCIO ALL'INGROSSO DI ROTTAMI, MATERIALI DA RECUPERO, STRACCI PEZZAMI E OLIO ESAUSTO (DAL 24.9.1985);46.77.1;Altre attività di commercio all'ingrosso;VIA CORSO, 37, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
04982630289;SEDE;IMPRESA INDIVIDUALE;;26/05/2016;PERUZZI GIANMARCO;35012;CAMPOSAMPIERO;;;PROCACCIATORE D'AFFARI DI VARI PRODOTTI SENZA PREVALENZA DI ALCUNO ULTERIORI SPECIFICHE: PROCACCIATORE D'AFFARI NELLA RACCOLTA PUBBLICITARIA;46.19.02;Altre attività di commercio all'ingrosso;VIA GIOVANNI XXIII, 9/3, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
03690850270;UL;IMPRESA INDIVIDUALE;;20/10/2020;PESCE MAURO;35010;VILLANOVA DI CAMPOSAMPIERO;;; COMMERCIO AL DETTAGLIO AMBULANTE DI TESSUTI, ARTICOLI TESSILI PER LA CASA, ARTICOLI DI ABBIGLIAMENTO ULTERIORI SPECIFICHE: COMMERCIO SU AREE PUBBLICHE TIPO A DI ABBIGLIAMENTO PER BAMBINI (DAL 20/10/2020);47.82.01;Altre attività di commercio al dettaglio;PIAZZA MERCATO, 35010 VILLANOVA DI CAMPOSAMPIERO PD;;;;;;;;;;
03690850270;UL;IMPRESA INDIVIDUALE;;21/10/2020;PESCE MAURO;35012;CAMPOSAMPIERO;;;COMMERCIO AL DETTAGLIO AMBULANTE DI TESSUTI, ARTICOLI TESSILI PER LA CASA, ARTICOLI DI ABBIGLIAMENTO ULTERIORI SPECIFICHE: COMMERCIO SU AREE PUBBLICHE TIPO A DI ABBIGLIAMENTO PER BAMBINI (DAL 21/10/2020);47.82.01;Altre attività di commercio al dettaglio;PIAZZA CASTELLO, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
03288560281;SEDE;IMPRESA INDIVIDUALE;;09/02/1998;PESCE WILLIAN;35012;CAMPOSAMPIERO;0-2;049/592770; COMMERCIO AMBULANTE DI FRUTTA E VERDURA (DAL 15.01.1998);47.81.01;Altre attività di commercio al dettaglio;VIA GUIZZE RUSTEGA, 19, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
02698190275;UL;SOCIETA' IN NOME COLLETTIVO;;24/11/1994;PESCHERIE FAVARETTO S.N.C. DI FAVARETTO MASSIMO & C.;35012;CAMPOSAMPIERO;;0335/6007921; COMMERCIO AL MINUTO PRODOTTI ITTICI (TAB. V) (DAL 24.11.1994).;47.23;Altre attività di commercio al dettaglio;PIAZZA CASTELLO, 17, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
02241770284;SEDE;IMPRESA INDIVIDUALE;;06/12/1988;PICCOLO ADRIANO;35012;CAMPOSAMPIERO;3-9;049/9300153;ATTIVITA': COMMERCIO AL MINUTO DI ALIMENTARI (DAL 1.12.1988) GASTONOMIA (DAL 27.11.2006).;47.11.4;Commercio al dettaglio in esercizi non specializzati (supermercati e grandi magazzini);VIA MONTEGRAPPA, 25, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
01412880286;SEDE;IMPRESA INDIVIDUALE;;26/01/1993;PIERAZZO PAOLO;35012;CAMPOSAMPIERO;0-2;049/9301472;ATTIVITA': RIVENDITA DI TABACCHI, VALORI BOLLATI. ENALOTTO (DAL 01.01.1993), COMMERCIO AL MINUTO ARTICOLI PER TABACCHERIE (DAL 15.09.1993), COMMERCIO AL MINUTO DI GIORNALI E RIVISTE (DAL 03.11.1993, RACCOLTA SCOMESSE SULLE CORSE TRIS (DAL 23.01.1996), GIOCHI E SERVIZI (DAL 23.10.1993) MONEY TRANSFERT (DAL 6/12/2004);47.26;Altre attività di commercio al dettaglio;VIA BORGO TRENTO TRIESTE, 53, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
04605080284;SEDE;IMPRESA INDIVIDUALE;C.PIRLOG@YAHOO.COM;05/12/2011;PIRLOG CONSTANTIN CATALIN;35012;CAMPOSAMPIERO;0-2;;COMMERCIO AL DETTAGLIO DI PRODOTTI ALIMENTARI (MINIMERCATO);47.11.4;Commercio al dettaglio in esercizi non specializzati (supermercati e grandi magazzini);VIA STRAELLE, 12/I, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
01721710281;UL;SOCIETA' PER AZIONI;;01/04/2019;PITTARELLO S.P.A.;35012;CAMPOSAMPIERO;250+;;UFFICIO AMMINISTRATIVO (DAL 01/04/2019);47.72.1;Altre attività di commercio al dettaglio;VIA ROBERT BADEN POWELL, 10, 35012 CAMPOSAMPIERO PD;https://www.pittarello.com/it/;sneakers, pittarello, arrivi, taglie, negozi, fidelity, wishlist, scarpe, tanti, scrivici, settimana, sneakersmania, sandali, borse, nike, ciabatte, skechers, adidas, donna, casual, stringate, consegna, trendy, felpe, sportivo, settimana tanti, sneakersmania sneakers, tanti arrivi, occasioni stili, sweet years;;en, it;https://www.facebook.com/pittarello.official/;https://twitter.com/pittarellocom?lang=it;;https://www.youtube.com/channel/UCpziNhZnA5heOv-5obyLaAw;;https://www.instagram.com/pittarello_official/
05001650281;UL;IMPRESA INDIVIDUALE;;15/02/2018;PM WATER DI BETTETO PAOLO;35012;CAMPOSAMPIERO;;;COMMERCIO AL DETTAGLIO EFFETTUATO PER MEZZO DI DISTRIBUTORI AUTOMATICI ULTERIORI SPECIFICHE: DISTRIBUTORE AUTOMATICO ACQUA POTABILE (DAL 15.02.2018);47.99.2;Altre attività di commercio al dettaglio;VIA GUIDO DE ROSSIGNOLI, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
04949510285;SEDE;IMPRESA INDIVIDUALE;;11/01/2016;PRISCO ALESSANDRO;35012;CAMPOSAMPIERO;0-2;;PROCACCIATORE D'AFFARI PER LA VENDITA DI ARTICOLI RELIGIOSI;47.65;Altre attività di commercio al dettaglio;VIA GANDHI, 5, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
02502380302;UL;SOCIETA' A RESPONSABILITA' LIMITATA;;17/09/2012;PUNTO AZZURRO S.R.L.;35012;CAMPOSAMPIERO;;;COMMERCIO ALL'INGROSSO DI PRODOTTI MEDICINALI ZOOTECNICI (DAL 17/09/2012);46.46.1;Altre attività di commercio all'ingrosso;BORGO PADOVA, 48, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
04806700284;UL;SOCIETA' IN ACCOMANDITA SEMPLICE;;24/05/2014;PUNTO DI VISTA S.A.S. DI ZANETTI ANDREA E C.;35012;CAMPOSAMPIERO;3-9;;COMMERCIO AL DETTAGLIO DI MATERIALE PER L'OTTICA ED AFFINI, STRUMENTI DI PRECISIONE (DAL 24/05/2014);47.78.2;Altre attività di commercio al dettaglio;PIAZZA CASTELLO, 12, 35012 CAMPOSAMPIERO PD;https://www.occhialipuntodivista.it/;vista, camposampiero, cittadella, occhiali, ottica, infoline, whatsapp, lenti, borgo, treviso, sms, sole, omaggio, negozi, festa, primavera, fragola, bambini, oftalmiche, graduati, sport, contatto, prodotti, andrea, zanetti, ottica vista, occhiali vista, vista cittadella, vista camposampiero, borgo treviso;True;it;https://www.facebook.com/otticacittadella/?fref=ts;;;;;https://www.instagram.com/puntodivistacittadella/
04154520284;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;04/12/2006;QUELLOGIUSTO S.R.L.;35010;SAN GIORGIO DELLE PERTICHE;250+;;;47.72.1;Altre attività di commercio al dettaglio;VIA PIOVEGO, 89, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
04154520284;UL;SOCIETA' A RESPONSABILITA' LIMITATA;;28/02/2008;QUELLOGIUSTO S.R.L.;35012;CAMPOSAMPIERO;250+;;COMMERCIO AL MINUTO DI CALZATURE ED ARTICOLI IN PELLE E CUOIO DI QUALUNQUE TIPO E PREGIO, COMMERCIO AL MINUTO DI ARTICOLI DI VESTIARIO E CONFEZIONATI DI QUALUNQ UE TIPO E PREGIO, COMPRESI QUELLI DI MAGLIERIA ESTERNA  E DI CAMICERIA, ACCESSOR I DI ABBIGLIAMENTO DI QUALUNQUE TIPO E PREGIO, ESCLUSI QUELLI COSTITUITI DA OGGE TTI PREZIOSI, BIANCHERIA INTIMA DI QUALUNQUE TIPO E PREGIO (DAL 28.02.2008).;47.72.1;Altre attività di commercio al dettaglio;VIA STRAELLE DI RUSTEGA, 15/A, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
04154520284;UL;SOCIETA' A RESPONSABILITA' LIMITATA;;20/02/2014;QUELLOGIUSTO S.R.L.;35010;SAN GIORGIO DELLE PERTICHE;250+;;;47.72.1;Altre attività di commercio al dettaglio;VIA VICINALE G. MOMI, 3, 35010 SAN GIORGIO DELLE PERTICHE PD;;;;;;;;;;
05385700280;SEDE;IMPRESA INDIVIDUALE;;16/06/2021;RAMPADO LUCREZIA;35012;CAMPOSAMPIERO;0-2;;COMMERCIO AL DETTAGLIO DI FERRAMENTA, VERNICI, VETRO PIANO E MATERIALE ELETTRICO E TERMOIDRAULICO;47.52.1;Altre attività di commercio al dettaglio;PIAZZA VITTORIA, 16, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
04968900284;SEDE;IMPRESA INDIVIDUALE;;06/02/2017;REGINA DANTE;35012;CAMPOSAMPIERO;0-2;;AGENTE DI COMMERCIO PER LA VENDITA DI COPERTURE MOBILI, PEDANE DI CARICO, ELEVATORI, PORTE E PORTONI SEZIONALI-SCORREVOLI-A LIBRO-BATTENTI, PENSILINE E TETTOIE.;46.18.97;Altre attività di commercio all'ingrosso;VIA GRAZIA DELEDDA, 25/3, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
04050320284;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;17/10/2005;RHIND SOCIETA' A RESPONSABILITA' LIMITATA IN SIGLA RHIND S.R.L.;35012;CAMPOSAMPIERO;3-9;;;46.51;Commercio all'ingrosso di macchinari e attrezzature;;https://www.rhind.it/;rhind, software, neusuite, bt, nano, hardware, bezh, myecommerce, neu, tablet, bsp, lisa, moby, zeno, sango, twist, argo, adapter, myticket, cassa, holders, myeiscommerce, mytiket, sistemi, mostra, myticket bt, tablet holders, sistemi cassa, gutschein coupon, internazionale gelato;True;en, it;;;;;;
03903230286;SEDE;IMPRESA INDIVIDUALE;;01/04/2004;RIONDATO LUCA;35012;CAMPOSAMPIERO;0-2;; PROCACCIATORE D'AFFARI PER LA VENDITA DI ARTICOLI SPORTIVI (DAL 15/03/2004);46.18.98;Altre attività di commercio all'ingrosso;VIA SAN VALENTINO, 4, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
00333330280;SEDE;IMPRESA INDIVIDUALE;;19/07/1967;RIZZATO IDO;35012;CAMPOSAMPIERO;3-9;049/5790991;COMMERCIO ALL'INGROSSO ARTICOLI PER LA PULIZIA DELLA CASA E L'IGIENE DELLA PERSONA, PROFUMERIA, BIGIOTTERIA, CHINCAGLIERIA;46.44.3;Altre attività di commercio all'ingrosso;VIA BORGO, 15, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
01266820289;SEDE;SOCIETA' IN NOME COLLETTIVO;;03/04/1985;RIZZO OLIVO S.N.C. DI BRAGAGNOLO GIUSEPPINA E FIGLI;35012;CAMPOSAMPIERO;3-9;049/5790975;COMMERCIO AL MINUTO DI GENERI DI ABBIGLIAMENTO (DAL 09.02.1985).;47.71.1;Altre attività di commercio al dettaglio;VIA BORGO RUSTEGA, 61, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
04923800280;SEDE;IMPRESA INDIVIDUALE;;09/12/2015;RODELLA GUIDO;35012;CAMPOSAMPIERO;0-2;;AGENTE E RAPPRESENTATE DI PRODOTTI PER IL RISCALDAMENTO, IL CONDIZIONAMENTO E IL TERMOARREDO;46.13.03;Altre attività di commercio all'ingrosso;VIA BONORA, 13, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
02472760285;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;06/08/1991;ROSA CARNI S.R.L.;35012;CAMPOSAMPIERO;10-49;;COMMERCIO ALL'INGROSSO DI CARNI.;46.32.1;Altre attività di commercio all'ingrosso;VIA VISENTIN, 68/A, 35012 CAMPOSAMPIERO PD;https://www.rosacarni.com/;vitello, carni, sfilacci, rosa, filiera, fiducia, alimentazione, prodotti, creazioni, camposampiero, carne, visentin, codice, mario, ricetta, etico, bovini, prodotto, animali, puoi, trovare, adulti, bovino, alleviamo, allevamenti, sfilacci vitello, rosa carni, filiera fiducia, visentin camposampiero, mario visentin;True;it;;;;;;
02570320289;SEDE;SOCIETA' IN ACCOMANDITA SEMPLICE;;26/08/1992;ROSSO ROMEO LEGNAMI S.A.S. DI ROSSO LIVIO & C.;35012;CAMPOSAMPIERO;0-2;049/5790047;ATTIVITA': COMMERCIO AL MINUTO DI LEGNAME DA COSTRUZIONE, MATERIALI PER COSTRUZIONI EDILI E LEGNAME DA LAVORO, LEGNA DA ARDERE, COMMERCIO ALL'INGROSSO DI LEGNAME E MATERIALI DA COSTRUZIONE (DAL 23.07.1992);47.52.3;Altre attività di commercio al dettaglio;VIA BORGO PADOVA, 31, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
04671200287;SEDE;IMPRESA INDIVIDUALE;RUFFATOMARTINA@GMAIL.COM;17/08/2012;RUFFATO MARTINA;35012;CAMPOSAMPIERO;0-2;;COMMERCIO AL DETTAGLIO DI CONFEZIONI PER ADULTI;47.71.1;Altre attività di commercio al dettaglio;VIA BONORA, 31, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
04627960281;SEDE;IMPRESA INDIVIDUALE;;01/03/2012;RUSSO ALFONSO FABRIZIO;35012;CAMPOSAMPIERO;0-2;;SUB-AGENTE DI SERVIZI DI  TELECOMUNICAZIONI (VODAFONE) DAL 23.06.2015.;46.18.98;Altre attività di commercio all'ingrosso;VIA GAETANO DONIZETTI, 9, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
02722390289;SEDE;IMPRESA INDIVIDUALE;;10/04/2001;SALVIATO ENRICO;35012;CAMPOSAMPIERO;0-2;;AGENTE DI COMMERCIO DI MOBILI, ARTICOLI PER LA CASA (DAL 01/04/2001).;46.18.21;Altre attività di commercio all'ingrosso;VIA ZINGARELLE, 17, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
04351150281;SEDE;IMPRESA INDIVIDUALE;;11/03/2009;SANITARIA & INTIMO DI BERTOLO MICHELA;35012;CAMPOSAMPIERO;0-2;;COMMERCIO AL DETTAGLIO DI CONFEZIONI PER ADULTI (DAL 16.02.2009);47.71.1;Altre attività di commercio al dettaglio;PIAZZA VITTORIA, 21, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
05339310285;SEDE;IMPRESA INDIVIDUALE;;27/01/2021;SANNITO MARIANO;35012;CAMPOSAMPIERO;0-2;;AGENTI E RAPPRESENTANTI DI ALTRI PRODOTTI NON ALIMENTARI (INCLUSI GLI IMBALLAGGI E GLI ARTICOLI ANTINFORTUNISTICI, ANTINCENDIO E PUBBLICITARI) N.C.A. ULTERIORI SPECIFICHE: VENDITA SPAZI PUBBLICITARI;46.18.97;Altre attività di commercio all'ingrosso;VIA ANTONIO VIVALDI, 58/B, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
04644490288;SEDE;IMPRESA INDIVIDUALE;;25/07/2013;SANTI MARCO;35012;CAMPOSAMPIERO;0-2;;AGENTE DI COMMERCIO PER LA VENDITA DI BEVANDE E PRODOTTI SIMILARI, (DAL 04/03/2014);46.17.05;Altre attività di commercio all'ingrosso;VIA S.FABRIS, 5/2, 35012 CAMPOSAMPIERO PD;https://www.domivinum.it/;particolare, domivinum, supporto, vini, acquisto, bottiglie, cantina, mascarello, vino, funziona, fornito, acconsento, chateau, regolarmente, onesti, millesimati, consulenti, consulente, trattamento, giacomo, settore, sonia, pagamento, bartolo, semplice, acconsento trattamento, semplice gratuito, haut brion, brunello montalcino, onesti efficienti;;it;https://www.facebook.com/Domivinum-100827788305015/;;;;;https://www.instagram.com/domivinum/
04302840287;SEDE;IMPRESA INDIVIDUALE;;26/11/2009;SARTI IRENE;35012;CAMPOSAMPIERO;0-2;;RIVENDITA DI GENERI DI MONOPOLIO;47.26;Altre attività di commercio al dettaglio;VIA ROMA, 17, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
00047390281;SEDE;IMPRESA INDIVIDUALE;;27/01/1969;SCAPOLO GIANLUIGI;35012;CAMPOSAMPIERO;0-2;049/5790181;COMMERCIO AL MINUTO DI MATERIALE DA COSTRUZIONE, MATERIALE SANITARIO E IDRAULICO PER RISCALDAMENTO, FERRAMENTA (DAL 27.1.1969). AUTOTRASPORTO MERCI PER CONTO TERZI (DAL 30.8.1977). COMMERCIO ALL'INGROSSO FERRAMENTA, MATERIALE DA COSTRUZIONE, MATERIALE IDROTER- MO-SANITARIO (DAL 15/11/1983).;47.52.3;Altre attività di commercio al dettaglio;VIA TRENTO TRIESTE, 25, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
04855660280;SEDE;IMPRESA INDIVIDUALE;;01/07/2015;SCHIAVON CARLO;35012;CAMPOSAMPIERO;0-2;;RIVENDITA GENERI DI MONOPOLIO;47.26;Altre attività di commercio al dettaglio;VIA B. MOGNO, 46, 35012 CAMPOSAMPIERO PD;;;;;;;;;;
04330750284;SEDE;IMPRESA INDIVIDUALE;;24/10/2008;SELEZIONI DI MASSIMO ZECCHIN;35012;CAMPOSAMPIERO;0-2;; COMMERCIO ALL'INGROSSO DI PRODOTTI PER PARRUCCHIERI, PROFUMI E COSMETICI (DAL 02.10.2008);46.45;Altre attività di commercio all'ingrosso;VIA T. EDISON, 6, 35012 CAMPOSAMPIERO PD;https://ooltre.com/;consulenze, benessere, analisi, consulenza, tecniche, coaching, working, bellezza, salone, andare, ooltre, saloni, colore, taglio, comunicazione, tocco, lavorativo, restyling, visual, merchandising, creazione, gestionale, marketing, gradimento, software, consulenze tecniche, consulenze working, taglio colore, saloni bellezza, tocco benessere;True;en, it;;;;;;
