Partita_IVA;Sede_o_UL;Forma_giuridica;Email;Data_iscrizione;Denominazione;Cap;Comune;Classe_addetti;Telefono;Attivita'_dichiarata;Codice_ateco_principale;Settore_livello_2;Indirizzo_corretto;URL;Keys;Has_contact_form;Available_translations;Facebook;Twitter;Linkedin;Youtube;Pinterest;Instagram
03400630285;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;09/03/1999;INFOLINGUE S.R.L.;35010;LOREGGIA;0-2;;ORGANIZZAZIONE DI CORSI DI LINGUE, DI INFORMATICA E DI MEDITAZIONE, SERVIZI DI ELABORAZIONE DATI (DAL 01.03.1999).;85.59.3;Istruzione;VIA RONCHI, 19, 35010 LOREGGIA PD;https://www.infolingue.com/;corso, corsi, free, tv, assegno, castelfranco, milani, vr, arcole, cad, veneto, progettazione, lingue, informatica, grafica, montecchio, straniere, bassano, grappa, infolingue, consent, function, functionalities, stored, essential, arcole vr, castelfranco veneto, veneto tv, progettazione cad, lingue straniere;True;en, it;https://www.facebook.com/infolingue;;;;;
00758950281;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;15/03/1978;ISOLA VERDE S.R.L.;35010;LOREGGIA;0-2;049/5792382;GESTIONE CAMPO DA TENNIS (DAL 24.05.1978), PISCINA, BAR, RISTORANTE (DAL 28.08.1979).;93.11.2;Attività artistiche, sportive, di intrattenimento e divertimento;VIA FANO KOHEN, 1, 35010 LOREGGIA PD;;;;;;;;;;
04004890283;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;07/04/2005;ITP GROUP S.R.L.;35010;LOREGGIA;;049/9355226;INSTALLAZIONE DI COMPUTER E PC PRESSO I CLIENTI (DAL 20/07/2005).;95.11;Altre attività di servizi;VIA PIO X, 44, 35010 LOREGGIA PD;;;;;;;;;;
04045660281;SEDE;SOCIETA' IN ACCOMANDITA SEMPLICE;;13/10/2005;KALIDRIA LIFE STYLE SAS DI MASON DESIREE & C.;35010;LOREGGIA;0-2;;ACCONCIATORE UNISEX (DAL 06.04.2006);96.02.01;Altre attività di servizi;VIA ANTONIO CECCON, 2/15, 35010 LOREGGIA PD;;;;;;;;;;
05016510280;SEDE;IMPRESA INDIVIDUALE;RIZZOERICA18@GMAIL.COM;02/12/2016;LA FENICE DI RIZZO ERICA;35010;LOREGGIA;0-2;346/9656632;ESTETISTA;96.02.02;Altre attività di servizi;VIA DEGLI ALPINI, 5, 35010 LOREGGIA PD;;;;;;;;;;
03804130288;SEDE;SOCIETA' IN NOME COLLETTIVO;;09/04/2003;L'ALBERO AZZURRO S.N.C. DI PATTARO ELISA E POTZ SIMONA;35010;LOREGGIA;3-9;;INTRATTENIMENTO, CUSTODIA E ASSISTENZA RIVOLTI ALL'INFANZIA (DAL 15/03/03);88.91;Sanità e assistenza sociale;VIA RONCHI, 4, 35010 LOREGGIA PD;;;;;;;;;;
04895330282;SEDE;IMPRESA INDIVIDUALE;;09/06/2015;LE MILLE EMOZIONI DI LUISA ANTONELLO;35010;LOREGGIA;0-2;;ORGANIZZAZIONE DI FESTE E CERIMONIE;96.09.05;Altre attività di servizi;VIA DANTE, 28/C, 35010 LOREGGIA PD;https://www.lemilleemozioni.com/;location, event, specialist, luxury, planner, coordinator, emozioni, mille, services, cerimonia, tour, ricerca, pax, giardino, evento, parco, matrimonio, sala, spazio, capienza, padova, parcheggio, proponi, dante, loreggia, location specialist, luxury event, event planner, event coordinator, mille emozioni;True;en, it;https://www.facebook.com/lemilleemozioni/;https://twitter.com/LeMilleEmozioni;https://www.linkedin.com/company/le-mille-emozioni-location-specialist/about/;;https://it.pinterest.com/officinadelleem/;https://www.instagram.com/lemilleemozioni/
05262500282;SEDE;IMPRESA INDIVIDUALE;;22/01/2020;L'INCANTO DI BULANCEA ELENA;35010;LOREGGIA;0-2;;SERVIZI DEGLI ISTITUTI DI BELLEZZA;96.02.02;Altre attività di servizi;VIA CADUTI DI NASSIRYA, 9, 35010 LOREGGIA PD;;;;;;;;;;
04644030282;SEDE;IMPRESA INDIVIDUALE;;24/04/2012;MARE' DI PERON BARBARA;35010;LOREGGIA;0-2;;CENTRO ESTETICO (DAL 27.11.2012);96.02.02;Altre attività di servizi;VIA ROMA, 12, 35010 LOREGGIA PD;;;;;;;;;;
03999800265;SEDE;IMPRESA INDIVIDUALE;;19/08/2005;MEROI JUAN MARTIN;35010;LOREGGIA;0-2;; RIPARAZIONE CALZATURE (DAL 01.08.2005);95.23;Altre attività di servizi;VIA VERDI, 3, 35010 LOREGGIA PD;;;;;;;;;;
01474870282;SEDE;IMPRESA INDIVIDUALE;;06/08/1980;MONDI RAFFAELLA;35010;LOREGGIA;0-2;;ATTIVITA': PARUCCHIERA PER SIGNORA (DAL 23.4.1980);96.02.01;Altre attività di servizi;VIA ROMA, 32, 35010 LOREGGIA PD;;;;;;;;;;
04718130281;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;24/04/2013;M.S. SRL;35010;LOREGGIA;10-49;;DISCOTECA, SALA DA BALLO, NIGHT CLUB;93.29.1;Attività artistiche, sportive, di intrattenimento e divertimento;VIA PIO X, 44, 35010 LOREGGIA PD;;;;;;;;;;
04101310284;SEDE;SOCIETA' IN NOME COLLETTIVO;;29/03/2006;MYTHOS S.N.C. PARRUCCHIERI DI PESCE VANIA & SCOIZZATO VALENTINA;35010;LOREGGIA;0-2;;ACCONCIATORE UOMO-DONNA (DAL 27/06/2006) COMMERCIO AL MINUTO DI PRODOTTI INERENTI L'ATTIVITA' DI PARRUCCHIERI, SHAMPI, TINTE, FILAE, LACCHE) (DAL 15/01/2008);96.02.01;Altre attività di servizi;VIA PIO X, 25/B, 35010 LOREGGIA PD;;;;;;;;;;
05232710284;SEDE;SOCIETA' IN ACCOMANDITA SEMPLICE;;29/07/2019;O. F. COSTA SAS DI RUVOLETTO DENISE & C.;35010;VILLA DEL CONTE;3-9;;SERVIZI DI POMPE FUNEBRI E ATTIVITA' CONNESSE;96.03;Altre attività di servizi;VIA G. MARCONI, 64/B, 35010 VILLA DEL CONTE PD;;;;;;;;;;
05232710284;UL;SOCIETA' IN ACCOMANDITA SEMPLICE;;23/03/2020;O. F. COSTA SAS DI RUVOLETTO DENISE & C.;35010;LOREGGIA;3-9;;SERVIZI DI POMPE FUNEBRI E ATTIVITA' CONNESSE (DAL 23/03/2020);96.03;Altre attività di servizi;PIAZZA PAPA LUCIANI, 3, 35010 LOREGGIA PD;;;;;;;;;;
03774790285;SEDE;IMPRESA INDIVIDUALE;;20/03/2003;ONEIROS CENTRO BENESSERE RELAX DI CHIARA REATO;35010;LOREGGIA;0-2;; ESTETISTA (DAL 10.03.2003);96.02.02;Altre attività di servizi;VIA RUZZANTE, 23/9, 35010 LOREGGIA PD;;;;;;;;;;
04966330286;SEDE;ASSOCIAZIONE;;22/02/2016;PADEL ISOLAVERDE - ASSOCIAZIONE SPORTIVA DILETTANTISTICA;35010;SANTA GIUSTINA IN COLLE;;;CLUB SPORTIVO DEL GIOCO DEL PADEL TENNIS SVOLTA PRESSO L'UNITA' LOCALE N. 1;93.12;Attività artistiche, sportive, di intrattenimento e divertimento;VIA VILLARAPPA, 43, 35010 SANTA GIUSTINA IN COLLE PD;;;;;;;;;;
04966330286;UL;ASSOCIAZIONE;;22/02/2016;PADEL ISOLAVERDE - ASSOCIAZIONE SPORTIVA DILETTANTISTICA;35010;LOREGGIA;;; CLUB SPORTIVO DEL GIOCO DEL PADEL TENNIS (DAL 22/02/2016).;93.12;Attività artistiche, sportive, di intrattenimento e divertimento;VIA FANO KOEN, 1, 35010 LOREGGIA PD;;;;;;;;;;
02717340281;SEDE;ENTE ECCLESIASTICO CIVILMENTE RICONOSCIUTO;;06/04/2006;PARROCCHIA DELLA PURIFICAZIONE DELLA BEATA VERGINE MARIA;35010;LOREGGIA;10-49;;;85.1;Istruzione;PIAZZA BARATELLA, 15, 35010 LOREGGIA PD;;;;;;;;;;
02717340281;UL;ENTE ECCLESIASTICO CIVILMENTE RICONOSCIUTO;;06/04/2006;PARROCCHIA DELLA PURIFICAZIONE DELLA BEATA VERGINE MARIA;35010;LOREGGIA;10-49;; SCUOLA MATERNA (DAL 06/04/2006).;85.1;Istruzione;VIA AURELIA, 29, 35010 LOREGGIA PD;;;;;;;;;;
03729440283;SEDE;IMPRESA INDIVIDUALE;;14/06/2004;PARRUCCHIERE ALESSANDRO FIORIN;35010;LOREGGIA;0-2;049/5792058; PARRUCCHIERE UOMO/DONNA (DAL 14.05.2004);96.02.01;Altre attività di servizi;VIA GIORGIONE, 49, 35010 LOREGGIA PD;;;;;;;;;;
02057500288;SEDE;IMPRESA INDIVIDUALE;;12/06/1986;PERON FLAVIA;35010;LOREGGIA;0-2;049/9355463;ACCONCIATORE;96.02.01;Altre attività di servizi;VIA VENIER, 6, 35010 LOREGGIA PD;;;;;;;;;;
01934770288;SEDE;IMPRESA INDIVIDUALE;;28/02/1985;PESCE GIULIANA;35010;LOREGGIA;0-2;049/5794084;ATTIVITA: PARRUCCHIERA PER SIGNORA (DAL 9.10.1984);96.02.01;Altre attività di servizi;VIA MOROSINI, 4/A, 35010 LOREGGIA PD;;;;;;;;;;
04658370285;SEDE;SOCIETA' IN NOME COLLETTIVO;;11/06/2012;POLVERE DI STELLE S.N.C. DI LONGATO GLORIA & C.;35010;LOREGGIA;3-9;;GESTIONI ASILO - MICRONIDO ED ATTIVITA' RICREATIVE CONNESSE;88.91;Sanità e assistenza sociale;VIA BOSCALTO EST, 2/A, 35010 LOREGGIA PD;;;;;;;;;;
05388400284;SEDE;IMPRESA INDIVIDUALE;INFO@KALLICENTROBENESSERE.IT;20/09/2021;PRETTO VALENTINA ESTETISTA PRETTO VALENTINA;35010;LOREGGIA;0-2;;ESTETISTA MANICURE E PEDICURE;96.02.02;Altre attività di servizi;PIAZZETTA NARCISO GANZINA, 5, 35010 LOREGGIA PD;;;;;;;;;;
00490270287;SEDE;IMPRESA INDIVIDUALE;;26/10/1978;PULITURA MARI DI CAVALETTO MARIA;35010;LOREGGIA;0-2;049/5790376;PULITURA A SECCO;96.01.2;Altre attività di servizi;VIA ROMA, 31, 35010 LOREGGIA PD;;;;;;;;;;
05388380288;SEDE;IMPRESA INDIVIDUALE;INFO@KALLICENTROBENESSERE.IT;20/09/2021;ROSTIN DEBORA ACCONCIATRICE ROSTIN DEBORA;35010;LOREGGIA;0-2;;ACCONCIATRICE;96.02.01;Altre attività di servizi;PIAZZETTA NARCISO GANZINA, 5, 35010 LOREGGIA PD;;;;;;;;;;
04879920280;SEDE;IMPRESA INDIVIDUALE;;26/02/2015;SALA 168 DI WU YONGLONG;35010;LOREGGIA;0-2;;SALA DEDICATA ( SLOT MACHINE);93.29.3;Attività artistiche, sportive, di intrattenimento e divertimento;VIA ROMA, 22, 35010 LOREGGIA PD;;;;;;;;;;
05065370289;SEDE;IMPRESA INDIVIDUALE;;05/06/2017;SALA 168 DI XU HANCHENG;35010;LOREGGIA;0-2;;GESTIONE DI APPARECCHI CHE CONSENTONO VINCITE IN DENARO FUNZIONANTI A MONETA O A GETTONE;92.00.02;Attività artistiche, sportive, di intrattenimento e divertimento;VIA ROMA, 22, 35010 LOREGGIA PD;;;;;;;;;;
03264760285;SEDE;IMPRESA INDIVIDUALE;;19/11/1997;SALONE UOMO MAURIZIO DI BONATO MAURIZIO;35010;LOREGGIA;0-2;; BARBIERE (DAL 21.10.1997);96.02.01;Altre attività di servizi;VIA VERDI, 30, 35010 LOREGGIA PD;;;;;;;;;;
02539780284;SEDE;IMPRESA INDIVIDUALE;ELENA.SALVALAJO@ALICE.IT;09/07/1993;SALVALAJO ELENA;35010;LOREGGIA;0-2;049/5793487;ATTIVITA': PARRUCCHIERE UOMO DONNA (DAL 14.6.1993).;96.02.01;Altre attività di servizi;VIA GUIZZE ALTE, 92, 35010 LOREGGIA PD;;;;;;;;;;
05292250288;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;26/05/2020;SOCIETA' SPORTIVA DILETTANTISTICA TENNIS TAI S.R.L.;35010;LOREGGIA;0-2;;LOCAZIONE CAMPI DA TENNIS, (DAL 01/09/2020);93.11.9;Attività artistiche, sportive, di intrattenimento e divertimento;VIA FANO KOEN, 1, 35010 LOREGGIA PD;https://tennistai.it/;tennis, circolo, tai, corsi, benvenuti, appassionati, interno, adulti, campi, relax, agonisti, loreggia, talento, sportivo, atletica, piacevole, allenamenti, campo, metti, isola, ampio, due, esterna, parcheggio, ssd, tennis tai, appassionati tennis, circolo appassionati, campo talento, metti campo;;en, it;https://www.facebook.com/TennisTai/;;;;;
04142880287;SEDE;IMPRESA INDIVIDUALE;;06/03/2007;SOLARIS DI SQUIZZATO DANIELE;35010;LOREGGIA;0-2;; ESTETISTA (DAL 26.2.2007).;96.02.02;Altre attività di servizi;VIA DANTE, 28/C, 35010 LOREGGIA PD;;;;;;;;;;
04405190283;SEDE;IMPRESA INDIVIDUALE;;23/09/2009;TIME DI PELOSIN CRISTINA;35010;LOREGGIA;0-2;; ACCONCIATORE (DAL 15/09/2009) COMMERCIO AL MINUTO DI PRODOTTI PER PARRUCCHIERA (DAL 14.10.2009).;96.02.01;Altre attività di servizi;PIAZZA PAPA LUCIANI, 12, 35010 LOREGGIA PD;;;;;;;;;;
03863900241;SEDE;IMPRESA INDIVIDUALE;INFO@ABCINFOSERVIZI.IT;03/03/2022;ABC INFOSERVIZI DI BALZI CLAUDIO;35010;MASSANZAGO;;;RIPARAZIONE E MANUTENZIONE DI COMPUTER E PERIFERICHE;95.11;Altre attività di servizi;VIA PATTAROLLO, 14, 35010 MASSANZAGO PD;;;;;;;;;;
04331460289;SEDE;IMPRESA INDIVIDUALE;;19/03/2009;ANDREA ACCONCIATORE DI BORTOLATO ANDREA;35010;MASSANZAGO;0-2;; ACCONCIATORE (DAL 10.03.2009);96.02.01;Altre attività di servizi;VIALE ROMA, 54/3, 35010 MASSANZAGO PD;;;;;;;;;;
04507970285;SEDE;IMPRESA INDIVIDUALE;;05/10/2010;A.R.L. DI DENGO LISA;35010;MASSANZAGO;0-2;;LAVANDERIA CON MACCHINE SELF-SERVICE;96.01.2;Altre attività di servizi;VIA SUOR ANGELA FRASSON, 19, 35010 MASSANZAGO PD;;;;;;;;;;
05050940286;SEDE;IMPRESA INDIVIDUALE;;20/04/2017;AUTOSCUOLA BEST DRIVE DI MATTIA BERTON;35010;MASSANZAGO;0-2;;AUTOSCUOLA;85.53;Istruzione;VIA G. MARCONI, 36/C, 35010 MASSANZAGO PD;;;;;;;;;;
03881040277;SEDE;IMPRESA INDIVIDUALE;;07/04/2009;BARIZZA TIZIANA;35010;MASSANZAGO;0-2;; ACCONCIATORE (DAL 03.03.2009);96.02.01;Altre attività di servizi;VIA PAPA GIOVANNI XXIII, 5, 35010 MASSANZAGO PD;;;;;;;;;;
04629160286;SEDE;IMPRESA INDIVIDUALE;;29/04/2013;BERARA LUCA;35010;MASSANZAGO;0-2;;ACCONCIATORE;96.02.01;Altre attività di servizi;VIA ROMA, 76/B, 35010 MASSANZAGO PD;;;;;;;;;;
03401710284;SEDE;SOCIETA' IN ACCOMANDITA SEMPLICE;;26/02/1999;CACCIN WALTER & C. S.A.S.;35010;MASSANZAGO;3-9;049/5797591;PARRUCCHIERE PER UOMO - BARBIERE (DAL 16.02.1999) NON RISULTA DOCUMENTATO IL POSSESSO DELLA PRESCRITTA AUTORIZZAZIONE;96.02.01;Altre attività di servizi;VIA ROMA, 35, 35010 MASSANZAGO PD;;;;;;;;;;
04941250286;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;03/12/2015;CENTRO MEDICO ODONTOIATRICO DR. CONTE VINCENZO S.R.L.;35010;MASSANZAGO;0-2;;AMBULATORIO ODONTOIATRICO;86.22.09;Sanità e assistenza sociale;VIA MAGRO, 19, 35010 MASSANZAGO PD;;;;;;;;;;
05385070288;SEDE;IMPRESA INDIVIDUALE;;31/05/2021;C.F. AFFILATURA DI FATTORETTO RICCARDO;35010;MASSANZAGO;0-2;;SERVIZI DI RIPARAZIONI RAPIDE, DUPLICAZIONE CHIAVI, AFFILATURA COLTELLI, STAMPA IMMEDIATA SU ARTICOLI TESSILI, INCISIONI RAPIDE SU METALLO NON PREZIOSO;95.29.04;Altre attività di servizi;VIA DEL ROSARIO, 6, 35010 MASSANZAGO PD;;;;;;;;;;
05169820288;SEDE;IMPRESA INDIVIDUALE;;06/11/2018;CHENG DONGMIN;35010;MASSANZAGO;0-2;;MODIFICA E RIPARAZIONE DI ARTICOLI DI VESTIARIO NON EFFETTUATE DALLE SARTORIE;95.29.03;Altre attività di servizi;VIA STRADONA, 6, 35010 MASSANZAGO PD;;;;;;;;;;
03779020282;SEDE;SOCIETA' IN ACCOMANDITA SEMPLICE;;04/02/2003;EIDOS CENTRO BENESSERE E BELLEZZA SAS DI FRANCESCATO SONIA E C.;35010;MASSANZAGO;0-2;;;96.02.01;Altre attività di servizi;VIALE ROMA, 59, 35010 MASSANZAGO PD;;;;;;;;;;
05379610289;SEDE;IMPRESA INDIVIDUALE;;21/05/2021;EMOZIONI CUCITE DI ROSSI GIORGIA;35010;MASSANZAGO;0-2;;PICCOLE CREAZIONI E RIPARAZIONI SARTORIALI;95.29.03;Altre attività di servizi;VIA MAESTRO PIEROBON, 1, 35010 MASSANZAGO PD;https://emozioni-cucite.it/;nascita, prodotti, regalo, listino, pannolini, porta, asilo, emozioni, pay, cucite, reviews, fiocco, cambio, esaurito, portaciuccio, tasche, carrello, ospedale, capelli, speciale, bomboniere, fasce, cofanetti, massaggiagengive, doudou, porta pannolini, emozioni cucite, cambio ospedale, fiocco nascita, fasce capelli;True;it;https://facebook.com/emozionicucite/;;;;https://www.pinterest.it/emozioni_cucite/;https://www.instagram.com/emozioni_cucite/?fbclid=IwAR3VvZPleHq_Gj07Sf56r5gd978-r90nwtEgi58bwqSVm45l3obtAAt4mcU
04270260278;SEDE;IMPRESA INDIVIDUALE;;17/03/2015;ESTETICA MIA DI ROSINA VERONICA;35010;MASSANZAGO;0-2;;SERVIZI DEGLI ISTITUTI DI BELLEZZA - ESTETISTA (SVOLTA PRESSO UNITA' LOCALE);96.02.02;Altre attività di servizi;VIA CORNARA, 16/A, 35010 MASSANZAGO PD;;;;;;;;;;
04270260278;UL;IMPRESA INDIVIDUALE;;31/01/2022;ESTETICA MIA DI ROSINA VERONICA;35010;MASSANZAGO;0-2;;SERVIZI DEGLI ISTITUTI DI BELLEZZA ULTERIORI SPECIFICHE: ESTETISTA (DAL 31/01/2022);96.02.02;Altre attività di servizi;VIA ROMA, 14/C, 35010 MASSANZAGO PD;;;;;;;;;;
04608140283;SEDE;IMPRESA INDIVIDUALE;;22/12/2011;IMAGE BY ENRICO DI CAGNIN ENRICO;35010;MASSANZAGO;0-2;;ACCONCIATORE;96.02.01;Altre attività di servizi;VIA STRADONA, 66, 35010 MASSANZAGO PD;;;;;;;;;;
05204420284;SEDE;IMPRESA INDIVIDUALE;FRANCESCA.GIANOLLI@STUDIOGIANOLLI.COM;05/04/2019;LA CALZOLAIA DI CASONATO NICOLETTA;35010;MASSANZAGO;0-2;;RIPARAZIONE DI CALZATURE E ARTICOLI DA VIAGGIO;95.23;Altre attività di servizi;VIALE ROMA, 72, 35010 MASSANZAGO PD;;;;;;;;;;
04467950285;SEDE;IMPRESA INDIVIDUALE;;16/04/2010;LA DOLCE VITA DI ZACCHELLO FEDERICA;35010;MASSANZAGO;3-9;;ESTETISTA;96.02.02;Altre attività di servizi;VIA SUOR ANGELA FRASSON, 25, 35010 MASSANZAGO PD;;;;;;;;;;
02937240279;UL;SOCIETA' IN NOME COLLETTIVO;;05/11/1996;LA GRIFFE S.N.C. DI CASARIN OMAR & C.;35010;MASSANZAGO;;049/5797698; PARRUCCHIERE (DAL 5.11.1996);96.02.01;Altre attività di servizi;VIA ROMA, 26/E, 35010 MASSANZAGO PD;;;;;;;;;;
04060270289;SEDE;SOCIETA' IN NOME COLLETTIVO;;05/12/2005;MAD FACTORY PARRUCCHIERI S.N.C. DI BASSO ADRIANO E PERIN MARLENE;35010;MASSANZAGO;3-9;;PARRUCCHIERE UOMO/DONNA (DAL 23.11.2005),;96.02.01;Altre attività di servizi;VIA ROMA, 111, 35010 MASSANZAGO PD;;;;;;;;;;
05414080282;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA;;26/10/2021;MARCONI LAB SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA;35010;MASSANZAGO;;;CONFEZIONI DI ARTICOLI IN TESSUTO DI TAPPEZZERIA E ARTICOLI DI ARREDAMENTO;95.24.02;Altre attività di servizi;VIA CORNARA, 2 L, 35010 MASSANZAGO PD;;;;;;;;;;
01510280298;UL;SOCIETA' COOPERATIVA;;01/06/2019;MEDIGEN SALUTE - COOPERATIVA SOCIALE;35010;MASSANZAGO;;;ASSISTENZA SOCIO SANITARIA (NON RESIDENZIALE) E GESTIONE DEI SERVIZI SOCIALI E SANITARI (DAL 01/06/2019);88;Sanità e assistenza sociale;VIA ROMA, 26, 35010 MASSANZAGO PD;;;;;;;;;;
03389580287;SEDE;ENTE ECCLESIASTICO CIVILMENTE RICONOSCIUTO;;17/12/2003;PARROCCHIA SANTI ABDON E SENNEN MARTIRI;35010;MASSANZAGO;3-9;;;85.1;Istruzione;VIALE ROMA, 65, 35010 MASSANZAGO PD;;;;;;;;;;
03389580287;UL;ENTE ECCLESIASTICO CIVILMENTE RICONOSCIUTO;;01/12/2003;PARROCCHIA SANTI ABDON E SENNEN MARTIRI;35010;MASSANZAGO;3-9;; SCUOLA MATERNA (DAL 01/12/2003).;85.1;Istruzione;VIA ROMA, 61, 35010 MASSANZAGO PD;;;;;;;;;;
05099830282;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA;;28/12/2017;PULISECCO MARCONI SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA;35010;MASSANZAGO;10-49;;PULISECCO, LAVANDERIA, STIRATURA INDUSTRIALE E CONFEZIONI;96.01.1;Altre attività di servizi;VIA MARCONI, 48/A, 35010 MASSANZAGO PD;;;;;;;;;;
04563770280;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;06/05/2011;PUNTODENTE SRL;35010;MASSANZAGO;0-2;;AMBULATORIO ODONTOIATRICO;86.23;Sanità e assistenza sociale;VIALE ROMA, 59, 35010 MASSANZAGO PD;;;;;;;;;;
04753080284;SEDE;IMPRESA INDIVIDUALE;;12/08/2013;ROXO' PARRUCCHIERI DI CARPIN MANUELA;35010;MASSANZAGO;0-2;;ACCONCIATORE;96.02.01;Altre attività di servizi;VIA ROMA, 70, 35010 MASSANZAGO PD;;;;;;;;;;
04589720285;SEDE;IMPRESA INDIVIDUALE;;13/09/2011;SALONE FEDERICA DI CIAN FEDERICA;35010;MASSANZAGO;0-2;;ACCONCIATORE;96.02.01;Altre attività di servizi;VIA MARCONI, 62/F, 35010 MASSANZAGO PD;;;;;;;;;;
03679140289;SEDE;SOCIETA' IN NOME COLLETTIVO;;04/12/2001;SALONE TAMARA SNC DI SCAPIN TAMARA & C.;35010;MASSANZAGO;0-2;;PARRUCCHIERE UOMO E DONNA (DAL 11.11.2001);96.02.01;Altre attività di servizi;VIA ROMA, 59, 35010 MASSANZAGO PD;;;;;;;;;;
02021200262;UL;ASSOCIAZIONE;;03/10/2017;S.E.G.R.A. SCUOLA PROFESSIONALE DI ESTETICA;35010;MASSANZAGO;;;CORSI DI FORMAZIONE E CORSI DI AGGIORNAMENTO PROFESSIONALE (DAL 03/10/2017);85.59.2;Istruzione;VIA ROMA, 59, 35010 MASSANZAGO PD;https://www.scuolasegra.com/;acconciatura, estetica, corsi, specialista, calendario, virtual, lezioni, tour, comunicazioni, liberi, professionale, veneto, finanziati, accreditamento, descrizioni, obiettivi, castelfranco, durata, html, importi, discipline, professionali, corso, potenziamento, percorso, virtual tour, calendario lezioni, corsi liberi, importi finanziati, castelfranco veneto;False;it;https://facebook.com/ScuolaSegra;;;;;https://www.instagram.com/scuolasegra/
05189860280;SEDE;IMPRESA INDIVIDUALE;;29/01/2019;TOMBACCO PAOLA;35010;MASSANZAGO;0-2;;MODIFICA E RIPARAZIONE DI ARTICOLI DI VESTIARIO NON EFFETTUATE DALLE SARTORIE;95.29.03;Altre attività di servizi;VIA MARCONI, 42/D, 35010 MASSANZAGO PD;;;;;;;;;;
05005450282;SEDE;IMPRESA INDIVIDUALE;;22/11/2016;VANITY DOG DI FRANCESCATO SILVIA;35010;MASSANZAGO;0-2;;SERVIZIO DI TOELETTATURA DI ANIMALI DA COMPAGNIA E D'AFFEZIONE;96.09.04;Altre attività di servizi;VIALE ROMA, 102, 35010 MASSANZAGO PD;;;;;;;;;;
04637170285;SEDE;IMPRESA INDIVIDUALE;;19/03/2012;VERDELLI MARTA;35010;MASSANZAGO;0-2;;ACCONCIATORE;96.02.01;Altre attività di servizi;VIA SUOR ANGELA FRASSON, 19, 35010 MASSANZAGO PD;;;;;;;;;;
05095040282;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;14/11/2017;VLP SRL;35010;MASSANZAGO;0-2;;GESTIONE DI APPARECCHI CHE CONSENTONO VINCITE IN DENARO FUNZIONANTI A MONETA O A GETTONE;92.00.02;Attività artistiche, sportive, di intrattenimento e divertimento;VIA PAPA LUCIANI, 3, 35010 MASSANZAGO PD;;;;;;;;;;
03230970281;SEDE;IMPRESA INDIVIDUALE;;05/02/1997;VOLPATO LUCIANO;35010;MASSANZAGO;0-2;; NOLEGGIO APPARECCHI ELETTRICI DA INTRATTENIMENTO IN LOCALI PUBBLICI (DAL 22.02.1999), IMPRESA EDILE (DAL 20.1.1997);93.29.3;Attività artistiche, sportive, di intrattenimento e divertimento;VIA PAPA LUCIANI, 5, 35010 MASSANZAGO PD;;;;;;;;;;
05313530288;SEDE;IMPRESA INDIVIDUALE;;21/09/2020;22 ROSES TATTOO STUDIO DI VANZETTO ALESSANDRA;35017;PIOMBINO DESE;0-2;;ATTIVITA' DI TATUAGGIO;96.09.02;Altre attività di servizi;VIA ROMA, 168, 35017 PIOMBINO DESE PD;;;;;;;;;;
04320290283;SEDE;IMPRESA INDIVIDUALE;;10/09/2008;ARTE E STILE DI PELLIZZON MICHELA;35017;PIOMBINO DESE;0-2;049/9367455; ACCONCIATORE (DAL 31.07.2008);96.02.01;Altre attività di servizi;VIA ROMA, 13/I/A, 35017 PIOMBINO DESE PD;;;;;;;;;;
05299520287;SEDE;IMPRESA INDIVIDUALE;;30/06/2020;BEDON GIORGIA;35017;PIOMBINO DESE;0-2;;SERVIZI DEI SALONI DI PARRUCCHIERE PER UOMO E DONNA;96.02.01;Altre attività di servizi;VIA MUSSA, 70/I, 35017 PIOMBINO DESE PD;;;;;;;;;;
05121300262;SEDE;IMPRESA INDIVIDUALE;;12/11/2020;CENTRO MASSAGGIO TUINA MEI DI ZHENG MEIYU;35017;PIOMBINO DESE;0-2;;CENTRO MASSAGGI TUINA/ORIENTALI PER IL BENESSERE PSICOFISICO DELLA PERSONA CON ESCLUSIONE DI MASSAGGI TERAPEUTICI ED ESTETICI.;96.09.09;Altre attività di servizi;VIA IV NOVEMBRE, 9/B, 35017 PIOMBINO DESE PD;;;;;;;;;;
02282510284;SEDE;IMPRESA INDIVIDUALE;;26/04/1993;DIONESE RENATO;35017;PIOMBINO DESE;0-2;049/9365534;TAPPEZZIERE;95.24.02;Altre attività di servizi;VIA RONCHI DX, 48, 35017 PIOMBINO DESE PD;;;;;;;;;;
