Partita_IVA;Sede_o_UL;Forma_giuridica;Email;Data_iscrizione;Denominazione;Cap;Comune;Classe_addetti;Telefono;Attivita'_dichiarata;Codice_ateco_principale;Settore_livello_2;Indirizzo_corretto;URL;Keys;Has_contact_form;Available_translations;Facebook;Twitter;Linkedin;Youtube;Pinterest;Instagram
04311360285;SEDE;IMPRESA INDIVIDUALE;;28/07/2008;PLESU FANI;35010;LOREGGIA;0-2;; COSTRUZIONI EDILI, POSA IN OPERA DI PAVIEMENTI, DIPINTORE (DAL 17.06.2008);41.2;Costruzione di edifici;VIA GIORGIONE, 19/6, 35010 LOREGGIA PD;;;;;;;;;;
04114750286;SEDE;IMPRESA INDIVIDUALE;;06/06/2006;POPA ANTON;35010;LOREGGIA;0-2;; PITTORE E DECORATORE (DAL 05.05.2006);43.34;Lavori di costruzione specializzati;PIAZZETTA NARCISO GANZINA, 15, 35010 LOREGGIA PD;;;;;;;;;;
04015430285;SEDE;IMPRESA INDIVIDUALE;;12/05/2005;POPA MARIAN;35010;LOREGGIA;0-2;; PITTORE E DECORATORE (DAL 02.05.2005);43.34;Lavori di costruzione specializzati;PIAZZETTA NARCISO GARZINA, 15, 35010 LOREGGIA PD;;;;;;;;;;
04086960285;SEDE;IMPRESA INDIVIDUALE;;18/04/2006;RADUCAN NELU;35010;LOREGGIA;0-2;320/9173604; PICCOLI LAVORI EDILI (DAL 08.02.2006);43.39.01;Lavori di costruzione specializzati;VIA TIZIANO VECELLIO, 26, 35010 LOREGGIA PD;;;;;;;;;;
03898680289;SEDE;IMPRESA INDIVIDUALE;;18/03/2004;RAMAJ ARTAN;35010;LOREGGIA;0-2;; DIPINTORE EDILE (DAL 02.03.2004), LAVORI EDILI DI COMPLETAMENTO EDIFICI (DAL 05.06.2006);43.34;Lavori di costruzione specializzati;VIA FANO KHOEN, 7, 35010 LOREGGIA PD;;;;;;;;;;
05273780287;SEDE;IMPRESA INDIVIDUALE;;17/02/2020;RIJAD DI UGZMAILI VESEL;35010;LOREGGIA;0-2;;IMPRESA EDILE;41.2;Costruzione di edifici;;;;;;;;;;;
01448240281;SEDE;IMPRESA INDIVIDUALE;;29/06/1994;RIZZOLO RENATO;35010;LOREGGIA;0-2;049/5792488; PITTURA, STUCCATURA E LAVORI EDILI IN GENERE (DAL 02.05.1994);43.34;Lavori di costruzione specializzati;VIA GUIZZE BASSE, 34, 35010 LOREGGIA PD;;;;;;;;;;
02291660286;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;09/06/1989;ROMANI GROUP S.R.L.;35010;LOREGGIA;10-49;;MONTAGGIO MOBILI E ARREDAMENTO VARIO, AUTOTRASPORTO DI COSE CONTO TERZI CON VEICOLI AVENTI MASSA COMPLESSIVA A PIENO CARICO SUPERIORE A 1,5 TONNELLATE.;43.32.02;Lavori di costruzione specializzati;VIA DELL'ARTIGIANATO, 20/C, 35010 LOREGGIA PD;https://www.romanigroup.it/;sketch, utf, encoding, version, relocation, materya, custom, change, left, realizzazioni, arrow, romani, aperte, posizioni, divisioni, rivestimenti, progettazione, logistica, button, arredo, spazi, arredi, illuminazione, progetti, superfici, encoding utf, version encoding, left arrow, posizioni aperte, flags copia;True;en, it;https://www.facebook.com/RomaniGroup1989/;;;;;https://www.instagram.com/romani_group/
02291660286;UL;SOCIETA' A RESPONSABILITA' LIMITATA;;05/06/2008;ROMANI GROUP S.R.L.;35012;CAMPOSAMPIERO;10-49;;;43.32.02;Lavori di costruzione specializzati;VIA DIEGO VALERI, 6, 35012 CAMPOSAMPIERO PD;https://www.romanigroup.it/;sketch, utf, encoding, version, relocation, materya, custom, change, left, realizzazioni, arrow, romani, aperte, posizioni, divisioni, rivestimenti, progettazione, logistica, button, arredo, spazi, arredi, illuminazione, progetti, superfici, encoding utf, version encoding, left arrow, posizioni aperte, flags copia;True;en, it;https://www.facebook.com/RomaniGroup1989/;;;;;https://www.instagram.com/romani_group/
02291660286;UL;SOCIETA' A RESPONSABILITA' LIMITATA;;01/01/2020;ROMANI GROUP S.R.L.;35010;LOREGGIA;10-49;;;43.32.02;Lavori di costruzione specializzati;VIA EUROPA UNITA, 21, 35010 LOREGGIA PD;https://www.romanigroup.it/;sketch, utf, encoding, version, relocation, materya, custom, change, left, realizzazioni, arrow, romani, aperte, posizioni, divisioni, rivestimenti, progettazione, logistica, button, arredo, spazi, arredi, illuminazione, progetti, superfici, encoding utf, version encoding, left arrow, posizioni aperte, flags copia;True;en, it;https://www.facebook.com/RomaniGroup1989/;;;;;https://www.instagram.com/romani_group/
05016530288;SEDE;IMPRESA INDIVIDUALE;;27/04/2017;ROSSO DAMIANO;35010;LOREGGIA;0-2;;POSA IN OPERA DI INFISSI, ARREDI, CONTROSOFFITTI, PARETI MOBILI E SIMILI;43.32.02;Lavori di costruzione specializzati;VIA RONCHI, 121 H, 35010 LOREGGIA PD;;;;;;;;;;
02454060282;SEDE;IMPRESA INDIVIDUALE;;05/04/1991;RUFFATO LORIS;35010;LOREGGIA;0-2;049/9301682;ATTIVITA': COSTRUZIONI EDILI (DAL 25.03.1991);41.2;Costruzione di edifici;VIA A. MORO, 4, 35010 LOREGGIA PD;;;;;;;;;;
02430050282;SEDE;IMPRESA INDIVIDUALE;;06/02/1991;SALVALAJO DIMITRI;35010;LOREGGIA;0-2;049/5790607;ATTIVITA': POSA IN OPERA DI PAVIMENTI E RIVESTIMENTI IN MARMO CERAMICA E COTTO (DAL 15/1/1991);43.33;Lavori di costruzione specializzati;VIA PILA, 20, 35010 LOREGGIA PD;;;;;;;;;;
04817630280;SEDE;IMPRESA INDIVIDUALE;;23/05/2014;SALVALAJO FEDERICO;35010;LOREGGIA;0-2;;DIPINTORE EDILE;43.34;Lavori di costruzione specializzati;VIA GUIZZE ALTE, 88, 35010 LOREGGIA PD;;;;;;;;;;
00104590286;SEDE;IMPRESA INDIVIDUALE;;16/03/1977;SALVALAJO GIUSEPPE;35010;LOREGGIA;3-9;049/5790872;IMPRESA COSTRUZIONI EDILI, CIVILI E INDUSTRIALI (DAL 5/6/1967), RESTAURI E RISA NAMENTI (DAL 24/10/1988).;41.2;Costruzione di edifici;VIA A. PALLADIO, 27, 35010 LOREGGIA PD;;;;;;;;;;
04724990280;SEDE;IMPRESA INDIVIDUALE;;09/04/2013;SALVALAJO VALERIO;35010;LOREGGIA;0-2;;POSA IN OPERA PAVIMENTI E RIVESTIMENTI;43.33;Lavori di costruzione specializzati;VIA GUIZZE ALTE, 43, 35010 LOREGGIA PD;;;;;;;;;;
00439990284;SEDE;IMPRESA INDIVIDUALE;;26/10/1978;SAVALAJO DANILO;35010;LOREGGIA;0-2;049/9300175;PAVIMENTI E RIVESTIMENTI;43.33;Lavori di costruzione specializzati;VIA GUIZZE ALTE, 49, 35010 LOREGGIA PD;;;;;;;;;;
03577660289;SEDE;SOCIETA' IN NOME COLLETTIVO;;06/12/2000;SCAVI SALVALAJO OSCAR E C. S.N.C.;35010;LOREGGIA;0-2;;SCAVO E MOVIMENTO TERRA, ASFALTATURA E PAVIMENTAZIONE, COSTRUZIONI STRADALI EDILI, COSTRUZIONI EDILI IN GENERE (DAL 01.02.2001);43.11;Lavori di costruzione specializzati;VIA GUIZZE ALTE, 92, 35010 LOREGGIA PD;;;;;;;;;;
04153910288;SEDE;IMPRESA INDIVIDUALE;;29/12/2006;STANGHERLIN DAVIDE;35010;LOREGGIA;0-2;;TINTEGGIATURA EDIFICI;43.34;Lavori di costruzione specializzati;VIA CORNER, 3, 35010 LOREGGIA PD;;;;;;;;;;
05342520284;SEDE;IMPRESA INDIVIDUALE;;29/01/2021;STEFANO S SERVIZI DI SALVALAJO STEFANO;35010;LOREGGIA;0-2;;POSA IN OPERA DI INFISSI, ARREDI, CONTROSOFFITTI, PARETI MOBILI E SIMILI ULTERIORI SPECIFICHE: NONCHE' MONTAGGIO E SMONTAGGIO MOBILI;43.32.02;Lavori di costruzione specializzati;VIA RUZZANTE, 16/H, 35010 LOREGGIA PD;https://www.stefanosservizi.it/;traslochi, padova, abitazioni, trasloco, mobili, stefano, nordest, treviso, venezia, montaggio, piano, loreggia, sgomberi, appartamenti, imballaggio, europeo, acconsento, soffitte, memorizzazione, garage, sgombero, trattamento, copy, capannoni, ruzzante, treviso nordest, traslochi padova, sgomberi traslochi, venezia treviso, padova venezia;;it;;;;;;
02022620286;SEDE;IMPRESA INDIVIDUALE;;03/01/1986;STOCCO LUCIANO;35010;LOREGGIA;0-2;049/5795900;PITTORE EDILE (DAL 15/11/1985).;43.34;Lavori di costruzione specializzati;VIA ALDO MORO, 6, 35010 LOREGGIA PD;;;;;;;;;;
01455550283;SEDE;SOCIETA' IN NOME COLLETTIVO;;11/03/1980;TERMOIDRAULICA BOROMELLO S.N.C. DI BOROMELLO MARIO E C.;35010;LOREGGIA;3-9;049/5790992;COSTRUZIONE E MANUTENZIONE IMPIANTI TERMOIDRAULICI E AFFINI (DAL 01.04.1980), IMPIANTI DI PROTEZIONE ANTINCENDIO - LIMITATAMENTE A :SPEGNIMENTO INCENDI (DAL 23.04.1999) INSTALLAZIONE, AMPLIAMENTO, TRASFORMAZIONE, MANUTENZIONE DEGLI IMPIANTI SOTTOSPECIFICATI, POSTI AL SERVIZIO DEGLI EDIFICI, INDIPENDENTEMENTE DALLA DESTINAZIONE D'USO, COLLOCATI ALL'INTERNO DEGLI STESSI O DELLE RELATIVE PERTINENZE - D.M. 37/2008: LETT. G) IMPIANTI DI PROTEZIONE ANTINCENDIO (DAL 11/03/2016);43.22.01;Lavori di costruzione specializzati;VIA RONCHI, 92, 35010 LOREGGIA PD;;;;;;;;;;
04829370289;SEDE;IMPRESA INDIVIDUALE;;11/08/2014;TERMOIDRAULICA FIOR DI FIOR EDDJ;35010;LOREGGIA;0-2;;INSTALLAZIONE, AMPLIAMENTO, TRASFORMAZIONE, MANUTENZIONE DEGLI IMPIANTI SOTTOSPECIFICATI, POSTI AL SERVIZIO DEGLI EDIFICI, INDIPENDENTEMENTE DALLA DESTINAZIONE D'USO, COLLOCATI ALL'INTERNO DEGLI STESSI O DELLE RELATIVE PERTINENZE - D.M. 37/2008: LETT. C) IMPIANTI DI RISCALDAMENTO, DI CLIMATIZZAZIONE, DI CONDIZIONAMENTO DI QUALSIASI NATURA O SPECIE, COMPRESE LE OPERE DI EVACUAZIONE DEI PRODOTTI DELLA COMBUSTIONE E DELLE CONDENSE, E DI VENTILAZIONE ED AERAZIONE DEI LOCALI, LETT. D) IMPIANTI IDRICI E SANITARI DI QUALSIASI NATURA O SPECIE, LETT. E) IMPIANTI PER LA DISTRIBUZIONE E L'UTILIZZAZIONE DI GAS DI QUALSIASI TIPO, COMPRESE LE OPERE DI EVACUAZIONE DEI PRODOTTI DELLA COMBUSTIONE E VENTILAZIONE ED AERAZIONE DEI LOCALI,;43.22.01;Lavori di costruzione specializzati;VIA FERROVIA, 1/A/1, 35010 LOREGGIA PD;;;;;;;;;;
03707930289;SEDE;SOCIETA' IN ACCOMANDITA SEMPLICE;;04/03/2002;TERMOIDRAULICA GUIN S.A.S DI MICHELE  E STEFANO GUIN;35010;LOREGGIA;0-2;;INSTALLAZIONE, AMPLIAMENTO, TRASFORMAZIONE,MANUTENZIONE DEGLI IMPIANTI DI SEGUITO INDICATI: DI RISCALDAMENTO E DI CLIMATIZZAZIONE AZIONATI DA FLUIDO LIQUIDO, AERIFORME, GASSOSO E DI QUALSIASI NATURA O SPECIE, IDROSANITARI NONCHE' QUELLI DI TRASPORTO, DI TRATTAMENTO, DI USO, DI ACCUMULO E DI CONSUMO DI ACQUA ALL'INTERNO DEGLI EDIFICI A PARTIRE DAL PUNTO DI CONSEGNA DELL'ACQUA FORNITA DALL'ENTE DISTRIBUTORE, PER IL TRASPORTO E L'UTILIZZAZIONE DI GAS ALLO STATO LIQUIDO O AERIFORME ALL'INTERNO DEGLI EDIFICI A PARTIRE DAL PUNTO DI CONSEGNA DEL COMBUSTIBILE GASSOSO FORNITO DALL'ENTE DISTRIBUTORE, DI PROTEZIONE ANTINCENDIO LIMITATAMENTE ALLO SPEGNIMENTO INCENDI (DAL 19.04.2002), COMMERCIO ALL'INGROSSO DI MATERIALI IGIENICO-SANITARI (DAL 10/05/2007);43.22.01;Lavori di costruzione specializzati;VIA RONCHI, 159, 35010 LOREGGIA PD;;;;;;;;;;
05199940288;SEDE;IMPRESA INDIVIDUALE;;12/03/2019;TERMOIDRAULICA PIEROBON MICHELE;35010;LOREGGIA;;;INSTALLAZIONE, AMPLIAMENTO, TRASFORMAZIONE, MANUTENZIONE DEGLI IMPIANTI SOTTOSPECIFICATI, POSTI AL SERVIZIO DEGLI EDIFICI, INDIPENDENTEMENTE DALLA DESTINAZIONE D'USO, COLLOCATI ALL'INTERNO DEGLI STESSI O DELLE RELATIVE PERTINENZE - D.M. 37/2008: LETT. C) IMPIANTI DI RISCALDAMENTO, DI CLIMATIZZAZIONE, DI CONDIZIONAMENTO DI QUALSIASI NATURA O SPECIE, COMPRESE LE OPERE DI EVACUAZIONE DEI PRODOTTI DELLA COMBUSTIONE E DELLE CONDENSE, E DI VENTILAZIONE ED AERAZIONE DEI LOCALI, LETT. D) IMPIANTI IDRICI E SANITARI DI QUALSIASI NATURA O SPECIE, LETT. E) IMPIANTI PER LA DISTRIBUZIONE E L'UTILIZZAZIONE DI GAS DI QUALSIASI TIPO, COMPRESE LE OPERE DI EVACUAZIONE DEI PRODOTTI DELLA COMBUSTIONE E VENTILAZIONE ED AERAZIONE DEI LOCALI, LETT. G) IMPIANTI DI PROTEZIONE ANTINCENDIO (DAL 25/02/2019);43.22.01;Lavori di costruzione specializzati;VIA LOREGGIOLA, 29/B, 35010 LOREGGIA PD;;;;;;;;;;
04920570282;SEDE;IMPRESA INDIVIDUALE;;19/10/2015;TERMOTRONIC DI SALVALAGGIO DANIELE;35010;LOREGGIA;0-2;;INSTALLAZIONE, AMPLIAMENTO, TRASFORMAZIONE, MANUTENZIONE DEGLI IMPIANTI SOTTOSPECIFICATI, POSTI AL SERVIZIO DEGLI EDIFICI, INDIPENDENTEMENTE DALLA DESTINAZIONE D'USO, COLLOCATI ALL'INTERNO DEGLI STESSI O DELLE RELATIVE PERTINENZE - D.M. 37/2008: LETT. C) IMPIANTI DI RISCALDAMENTO, DI CLIMATIZZAZIONE, DI CONDIZIONAMENTO DI QUALSIASI NATURA O SPECIE, COMPRESE LE OPERE DI EVACUAZIONE DEI PRODOTTI DELLA COMBUSTIONE E DELLE CONDENSE, E DI VENTILAZIONE ED AERAZIONE DEI LOCALI, LETT. D) IMPIANTI IDRICI E SANITARI DI QUALSIASI NATURA O SPECIE, LETT. E) IMPIANTI PER LA DISTRIBUZIONE E L'UTILIZZAZIONE DI GAS DI QUALSIASI TIPO, COMPRESE LE OPERE DI EVACUAZIONE DEI PRODOTTI DELLA COMBUSTIONE E VENTILAZIONE ED AERAZIONE DEI LOCALI, LETT. G) IMPIANTI DI PROTEZIONE ANTINCENDIO.;43.22.01;Lavori di costruzione specializzati;VIA FANO KOEN, 18, 35010 LOREGGIA PD;;;;;;;;;;
05319520283;SEDE;SOCIETA' IN NOME COLLETTIVO;;22/10/2020;TES.COLOR S.N.C. DI TANCAU SILVIU & C.;35010;LOREGGIA;0-2;;LAVORI DI ISOLAMENTO TERMICO, ACUSTICO O ANTIVIBRAZIONI;43.29.02;Lavori di costruzione specializzati;PIAZZA BARATELLA, 4/6, 35010 LOREGGIA PD;;;;;;;;;;
04436100285;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA CON UNICO SOCIO;;04/01/2010;TONIN GASTONE S.R.L.;35010;LOREGGIA;10-49;;INSTALLAZIONE, AMPLIAMENTO E TRASFORMAZIONE DEGLI IMPIANTI DI ILLUMINAZIONE DI I NFRASTRUTTURE E SEGNALAZIONI SEMAFORICI (DAL 01.07.2011);43.21.01;Lavori di costruzione specializzati;VIA CARPANE, 64/A, 35010 LOREGGIA PD;;;;;;;;;;
05030910284;SEDE;IMPRESA INDIVIDUALE;;24/03/2017;TONIN MICHELE;35010;LOREGGIA;0-2;;TINTEGGIATURA E POSA IN OPERA DI VETRI;43.34;Lavori di costruzione specializzati;VIA RONCHI, 132, 35010 LOREGGIA PD;;;;;;;;;;
01980910283;SEDE;IMPRESA INDIVIDUALE;;10/05/1985;TONIN MORENO;35010;LOREGGIA;0-2;049/5792553;IMBIANCHINO (DAL 01.04.1985), TINTEGGIATURA E POSA IN OPERA DI VETRI (DAL 01.12.2018);43.34;Lavori di costruzione specializzati;VIA GUIZZE ALTE, 68, 35010 LOREGGIA PD;;;;;;;;;;
01018650281;SEDE;IMPRESA INDIVIDUALE;;16/12/1981;TONIN PIO;35010;LOREGGIA;0-2;049/5794372;IMBIANCHINO (DAL 29.7.1981);43.34;Lavori di costruzione specializzati;VIA GUIZZE ALTE, 18/1, 35010 LOREGGIA PD;;;;;;;;;;
02150540280;SEDE;IMPRESA INDIVIDUALE;;19/01/1988;TONINI MAURO;35010;LOREGGIA;0-2;049/9355132;PITTURA-STUCCATURA-LAVORI EDILI IN GENERE (DAL 16.1.1988);43.34;Lavori di costruzione specializzati;VIA CORNER, 11, 35010 LOREGGIA PD;;;;;;;;;;
04831880283;SEDE;IMPRESA INDIVIDUALE;;29/07/2014;TOP DECOR DI LUPU SANDEL;35010;LOREGGIA;0-2;;IMBIANCHINO, DECORAZIONI IN GENERE E LAVORI IN CARTONGESSO;43.34;Lavori di costruzione specializzati;VIA PILA, 5, 35010 LOREGGIA PD;;;;;;;;;;
01224180321;UL;SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA;;01/02/2013;TRADING SERVICE SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA IN LIQUIDAZIONE;35010;LOREGGIA;;; POSA IN OPERA DI INFISSI, ARREDI, CONTROINFISSI, PARETI MOBILI E SIMILI (DAL 01.02.2013);43.32.02;Lavori di costruzione specializzati;VIA VENIER, 15, 35010 LOREGGIA PD;;;;;;;;;;
05309170289;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;03/09/2020;VALENS SRL;35010;LOREGGIA;0-2;;;43.22.01;Lavori di costruzione specializzati;VIA MAESTRO CECCON, 2, 35010 LOREGGIA PD;;;;;;;;;;
05309170289;UL;SOCIETA' A RESPONSABILITA' LIMITATA;;09/10/2020;VALENS SRL;35010;LOREGGIA;0-2;;INSTALLAZIONE, AMPLIAMENTO, TRASFORMAZIONE, MANUTENZIONE DEGLI IMPIANTI SOTTOSPECIFICATI, POSTI AL SERVIZIO DEGLI EDIFICI, INDIPENDENTEMENTE DALLA DESTINAZIONE D'USO, COLLOCATI ALL'INTERNO DEGLI STESSI O DELLE RELATIVE PERTINENZE D.M. 37/08: - (LETT.C): IMPIANTI DI RISCALDAMENTO, DI CLIMATIZZAZIONE, DI CONDIZIONAMENTO DI QUALSIASI NATURA O SPECIE, COMPRESE LE OPERE DI EVACUAZIONE DEI PRODOTTI DELLA COMBUSTIONE E DELLE CONDENSE, E DI VENTILAZIONE ED AERAZIONE DEI LOCALI, - (LETT.D): IMPIANTI IDRICI E SANITARI DI QUALSIASI NATURA O SPECIE, - (LETT.E): IMPIANTI PER LA DISTRIBUZIONE E L'UTILIZZAZIONE DI GAS DI QUALSIASI TIPO, COMPRESE LE OPERE DI EVACUAZIONE DEI PRODOTTI DELLA COMBUSTIONE E VENTILAZIONE ED AERAZIONE DEI LOCALI (DAL 09/10/2020);43.22.01;Lavori di costruzione specializzati;VIA EUROPA UNITA, 17, 35010 LOREGGIA PD;;;;;;;;;;
00887390284;SEDE;IMPRESA INDIVIDUALE;;08/02/1982;VANIN ROBERTO;35010;LOREGGIA;0-2;049/5747786;MONTAGGIO COPERTURE, BONIFICA AMIANTO E LAVORI DI CARPENTERIA CONTO TERZI (DAL 02.04.2002);43.91;Lavori di costruzione specializzati;PIAZZETTA NARCISO  GANZINA, 9, 35010 LOREGGIA PD;;;;;;;;;;
00828870287;SEDE;SOCIETA' COOPERATIVA;;16/03/1979;VENETA PITTURE RESTAURI SOCIETA' COOPERATIVA IN LIQUIDAZIONE;35010;LOREGGIA;0-2;049/5794612;ACQUISIZIONE CONTRATTI E APPALTI DI LAVORO, COMMISSIONARIO PER CONTO DEI SOCI PER L'ACQUISTO E L'APPROVVIGIONAMENTO DELLE MATERIE PRIME OCCORRENTI ALL'ESERCI- ZIO DELL'ATTIVITA' DEI SOCI STESSI (DAL 1.2.1980).;43.39.09;Lavori di costruzione specializzati;VIA EUROPA UNITA, 17, 35010 LOREGGIA PD;;;;;;;;;;
04463830283;SEDE;IMPRESA INDIVIDUALE;;03/06/2010;VISENTIN RICCARDO;35010;LOREGGIA;0-2;; TINTEGGIATURA DI INTERNI ED ESTERNI (DAL 30/03/2010);43.34;Lavori di costruzione specializzati;VIA OSTIGLIA, 6, 35010 LOREGGIA PD;;;;;;;;;;
05113430283;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;30/01/2018;VORTEX SRL;35010;LOREGGIA;3-9;;COSTRUZIONI, DEMOLIZIONI, RISTRUTTURAZIONI E RESTAURO DI EDIFICI CIVILI ED INDUSTRIALI;41.2;Costruzione di edifici;VIA PIO X, 25/4, 35010 LOREGGIA PD;;;;;;;;;;
04702850282;SEDE;IMPRESA INDIVIDUALE;;28/01/2013;ZAMPERIN ANDREA;35010;LOREGGIA;0-2;;INSTALLAZIONE, AMPLIAMENTO, TRASFORMAZIONE, MANUTENZIONE DEGLI IMPIANTI SOTTOSPECIFICATI, POSTI AL SERVIZIO DEGLI EDIFICI, INDIPENDENTEMENTE DALLA DESTINAZIONE D'USO, COLLOCATI ALL'INTERNO DEGLI STESSI O DELLE RELATIVE PERTINENZE - D.M. 37/2008: LETT. A) IMPIANTI DI PRODUZIONE, TRASFORMAZIONE, TRASPORTO, DISTRIBUZIONE, UTILIZZAZIONE DELL'ENERGIA ELETTRICA, NONCHE' GLI IMPIANTI PER L'AUTOMAZIONE DI PORTE, CANCELLI E BARRIERE,;43.21.01;Lavori di costruzione specializzati;VIA RUZZANTE, 31, 35010 LOREGGIA PD;;;;;;;;;;
03737690283;SEDE;IMPRESA INDIVIDUALE;;28/05/2002;ZORZI  STEFANO;35010;LOREGGIA;0-2;049/5794058; IMBIANCHINO (DAL 23.05.2002);43.34;Lavori di costruzione specializzati;VIA ANTONIO CANOVA, 19, 35010 LOREGGIA PD;;;;;;;;;;
04447660285;SEDE;IMPRESA INDIVIDUALE;;12/02/2010;ZORZI COSTRUZIONI DI ZORZI SIMONE;35010;LOREGGIA;0-2;;ATTIVITA' EDILE;41.2;Costruzione di edifici;VIA DANTE, 1/C, 35010 LOREGGIA PD;;;;;;;;;;
04443820289;SEDE;IMPRESA INDIVIDUALE;;19/02/2010;ZORZI FABIO;35010;LOREGGIA;0-2;; IMBIANCHINO, POSA IN OPERA DI CARTONGESSO E PARETI (DAL 18/01/2010);43.34;Lavori di costruzione specializzati;VIA GIACOMO LEOPARDI, 9/1, 35010 LOREGGIA PD;;;;;;;;;;
02321290286;SEDE;SOCIETA' IN ACCOMANDITA SEMPLICE;;09/10/1989;ZORZI IMPIANTI S.A.S. DI ZORZI ROBERTO & C.;35010;LOREGGIA;0-2;049/5790160;L'INSTALLAZIONE IMPIANTI DI RISCALDAMENTO E CONDIZIONAMENTO CIVILE ED INDUSTRIA- LE, MATERIALE IDRO-TERMO-SANITARIO, PISCINE ED ACCESSORI, SISTEMI DI SICUREZZA, TRATTAMENTO DELLE ACQUE E SAUNE (DAL 20/9/1989), IMPIANTI DI PROTEZIONE ANTINCENDIO - LIMITATAMENTE A : SPEGNIMENTO DI INCENDI (DAL 05.11.1998);43.22.01;Lavori di costruzione specializzati;VIA MALFATTINI, 9, 35010 LOREGGIA PD;;;;;;;;;;
05178720289;SEDE;IMPRESA INDIVIDUALE;;21/12/2018;3B COSTRUZIONI DI NIKOLLI BESARD;35010;MASSANZAGO;0-2;;IMPRESA EDILE;41.2;Costruzione di edifici;VIA ROMA, 91, 35010 MASSANZAGO PD;;;;;;;;;;
01512830280;SEDE;SOCIETA' IN NOME COLLETTIVO;3PPEGORARO@PEC.IT;02/07/1997;3P DEI F.LLI PEGORARO S.N.C. DI PEGORARO MARINO & C.;35010;MASSANZAGO;0-2;049/0495797356;IMPRESA EDILE (DAL 01.01.1981) IMPRESA IMMOBILIARE DI COSTRUZIONE EDI GESTIONE DI IMMOBILI PROPRI (DAL 9.4.2001).;41.2;Costruzione di edifici;VIA ROMA, 30, 35010 MASSANZAGO PD;;;;;;;;;;
01512830280;UL;SOCIETA' IN NOME COLLETTIVO;3PPEGORARO@PEC.IT;09/11/2011;3P DEI F.LLI PEGORARO S.N.C. DI PEGORARO MARINO & C.;35010;SANTA GIUSTINA IN COLLE;0-2;;;41.2;Costruzione di edifici;VIA COMMERCIALE, 14, 35010 SANTA GIUSTINA IN COLLE PD;;;;;;;;;;
03891500286;SEDE;IMPRESA INDIVIDUALE;;04/03/2004;ALBA-CEM DI ULAJ PAULIN;35010;MASSANZAGO;0-2;; LAVORI DI TAGLIO MURI (DAL 16.02.2004), IMPRESA EDILE (DAL 01.12.2004);43.99;Lavori di costruzione specializzati;VIA CHIESA, 5/1, 35010 MASSANZAGO PD;;;;;;;;;;
03962300285;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;06/12/2004;BAGLIONI S.R.L.;35010;MASSANZAGO;;;COSTRUZIONE DI EDIFICI CIVILI ED INDUSTRIALI (DAL 10/05/2005);41.2;Costruzione di edifici;;;;;;;;;;;
00639800283;SEDE;IMPRESA INDIVIDUALE;;26/10/1978;BARBAN FLAVIO;35010;MASSANZAGO;0-2;0495797243;ATTIVITA': POSATORE PAVIMENTI;43.33;Lavori di costruzione specializzati;VIA ROMA, 3/A, 35010 MASSANZAGO PD;;;;;;;;;;
01521280287;SEDE;IMPRESA INDIVIDUALE;;13/03/1981;BARBAN LUCIO;35010;MASSANZAGO;0-2;;ATTIVITA': POSATORE PAVIMENTI E RIVESTIMENTI IN GENERE (DAL 30.1.1981);43.33;Lavori di costruzione specializzati;VIA BIGOLO, 2/A, 35010 MASSANZAGO PD;;;;;;;;;;
04049510284;SEDE;IMPRESA INDIVIDUALE;;14/10/2005;BARTICEL EUSEBIO;35010;MASSANZAGO;0-2;; POSA IN OPERA DI CARTONGESSI E TINTEGGIATURA EDIFICI (DAL 29.09.2005);43.32;Lavori di costruzione specializzati;VIA MAGRO, 7, 35010 MASSANZAGO PD;;;;;;;;;;
04186710283;SEDE;IMPRESA INDIVIDUALE;;17/04/2007;BARTICEL FRANCISC;35010;MASSANZAGO;0-2;;COSTRUZIONE DI OPERE MURARIE E COMPLETAMENTO DI EDIFICI (DAL 28.02.2007);41.2;Costruzione di edifici;VIA MAGRO, 7, 35010 MASSANZAGO PD;;;;;;;;;;
05418910286;SEDE;IMPRESA INDIVIDUALE;;23/11/2021;BEN DHIF ALI;35010;MASSANZAGO;0-2;;IMBIANCHINO, POSA IN OPERA DI CARTONGESSO;43.32.02;Lavori di costruzione specializzati;VIA DELLA PIEVE, 46/C, 35010 MASSANZAGO PD;;;;;;;;;;
00775860281;SEDE;IMPRESA INDIVIDUALE;;19/05/1978;BERNARDO TIZIANO;35010;MASSANZAGO;0-2;049/5797415; EDILE: ESECUZIONE DI RESTAURI COMPLETI CON INTONACI, RECINZIONI E SCAVI DI COSTRUZIONI RESIDENZIALI (DAL 1.11.1981), MOVIMENTO TERRA, TOMBATURE E SIMILI (DAL 1/2/1989).;41.2;Costruzione di edifici;VIA ROMA, 5, 35010 MASSANZAGO PD;;;;;;;;;;
