Partita_IVA;Sede_o_UL;Forma_giuridica;Email;Data_iscrizione;Denominazione;Cap;Comune;Classe_addetti;Telefono;Attivita'_dichiarata;Codice_ateco_principale;Settore_livello_2;Indirizzo_corretto;URL;Keys;Has_contact_form;Available_translations;Facebook;Twitter;Linkedin;Youtube;Pinterest;Instagram
04724270287;SEDE;IMPRESA INDIVIDUALE;;12/04/2013;CHIGGIATO ROBERTO;35010;MASSANZAGO;;;ALLEVAMENTO DI BOVINI DA CARNE, COLTIVAZIONI MISTE DI CEREALI, COLTIVAZIONE DI UVA;01.42;Allevamento di animali e coltivazioni associate all'allevamento;VIA ARZARONI EST, 8, 35010 MASSANZAGO PD;;;;;;;;;;
00256370289;SEDE;IMPRESA INDIVIDUALE;;13/12/1996;COGO GIUSEPPE;35010;MASSANZAGO;;049/5797249;ALLEVAMENTO DI BOVINI BUFALINI PRODUZIONE LATTE CRUDO;01.41;Allevamento di animali e coltivazioni associate all'allevamento;VIA G. TONIOLO, 14, 35010 MASSANZAGO PD;;;;;;;;;;
01564820288;SEDE;IMPRESA INDIVIDUALE;;24/03/1988;COGO LUCIO;35010;MASSANZAGO;0-2;5797656;ATTIVITA': LAVORI AGRICOLI CON MEZZI MECCANICI PER CONTO TERZI (DAL 15.3.1988).;01.61;Attività di supporto all'agricoltura e alla caccia;VIA ROMA, 3, 35010 MASSANZAGO PD;;;;;;;;;;
03950690283;SEDE;IMPRESA INDIVIDUALE;;08/10/2004;CORO' ALBERTO;35010;MASSANZAGO;0-2;;ALLEVAMENTO DI ANIMALI, COLTIVAZIONE DI CEREALI (DAL 15/09/2004);01.4;Allevamento di animali e coltivazioni associate all'allevamento;VIA ARZARONI OVEST, 26/B, 35010 MASSANZAGO PD;;;;;;;;;;
02301060287;SEDE;IMPRESA INDIVIDUALE;;13/12/1996;CORO' CLAUDIO;35010;MASSANZAGO;0-2;;ALLEVAMENTO DI BOVINI E BUFALINI, PRODUZIONE LATTE CRUDO;01.41;Allevamento di animali e coltivazioni associate all'allevamento;VIA ARZARONI OVEST, 26/A, 35010 MASSANZAGO PD;;;;;;;;;;
02713220289;SEDE;IMPRESA INDIVIDUALE;;28/04/1997;CUOGO BENIAMINO;35010;MASSANZAGO;0-2;049/5797923;COLTIVAZIONE DI CEREALI (DAL 25.03.1997);01.1;Coltivazione di colture agricole e riproduzione piante;VIA PILASTRONI, 7, 35010 MASSANZAGO PD;;;;;;;;;;
01199230283;SEDE;IMPRESA INDIVIDUALE;;13/12/1996;DE MARCHI AGOSTINO;35010;MASSANZAGO;0-2;;ALLEVAMENTO DI BOVINI E BUFALINI DA CARNE;01.42;Allevamento di animali e coltivazioni associate all'allevamento;VIA FOSSALTINA, 9, 35010 MASSANZAGO PD;;;;;;;;;;
03717140283;SEDE;IMPRESA INDIVIDUALE;;22/01/1957;DE MARCHI ENNIO;35010;MASSANZAGO;;049/5797022;COLTIVAZIONI DI CEREALI E LEGUMI (DAL 10.05.1987);01.11.4;Coltivazione di colture agricole e riproduzione piante;VIA G. MARCONI, 72, 35010 MASSANZAGO PD;;;;;;;;;;
03453260287;SEDE;IMPRESA INDIVIDUALE;;26/08/1999;DE MARCHI MARIA PIA;35010;MASSANZAGO;0-2;049/5757127;COLTIVAZIONI AGRICOLE MISTE (DAL 28/7/99).;01.11.4;Coltivazione di colture agricole e riproduzione piante;VIA MARCONI, 70, 35010 MASSANZAGO PD;;;;;;;;;;
02716350281;SEDE;SOCIETA' SEMPLICE;;19/10/1998;EREDI MALVESTIO FRANCESCO S.S.;35010;MASSANZAGO;;;ALLEVAMENTO DI PESCI IN ACQUE DOLCI (DAL 18.09.98);03.2;Pesca e acquacoltura;VIA ROMA, 40, 35010 MASSANZAGO PD;;;;;;;;;;
04735540280;SEDE;IMPRESA INDIVIDUALE;;09/04/2018;FERRO VALERIO;35010;MASSANZAGO;;;COLTIVAZIONI MISTE DI CEREALI, LEGUMI DA GRANELLA E SEMI OLEOSI;01.11.4;Coltivazione di colture agricole e riproduzione piante;VIA MARCONI, 32, 35010 MASSANZAGO PD;;;;;;;;;;
01037350285;SEDE;IMPRESA INDIVIDUALE;;18/02/1997;FORMENTIN SANDRINO;35010;MASSANZAGO;0-2;;COLTIVAZIONE ORTAGGI, COLTIVAZIONE MISTE DI CEREALI E ALTRI SEMINATIVI (DAL 01.01.1992);01.13;Coltivazione di colture agricole e riproduzione piante;VIA ROMA, 38, 35010 MASSANZAGO PD;;;;;;;;;;
01934650282;SEDE;IMPRESA INDIVIDUALE;;10/12/1996;GALLO GIULIANO;35010;MASSANZAGO;0-2;049/5720187;COLTIVAZIONI AGRICOLE ASSOCIATE ALL' ALLLEVAMENTO DI ANIMALI;01.5;Allevamento di animali e coltivazioni associate all'allevamento;VIA CORNARA, 3, 35010 MASSANZAGO PD;;;;;;;;;;
00738310283;SEDE;IMPRESA INDIVIDUALE;;13/12/1996;GALLO ITALO;35010;MASSANZAGO;;049/5720137;ALLEVAMENTO DI BOVINI DA CARNE;01.42;Allevamento di animali e coltivazioni associate all'allevamento;VIA CAVINELLO, 5, 35010 MASSANZAGO PD;;;;;;;;;;
05180720285;SEDE;IMPRESA INDIVIDUALE;;08/01/2019;GALLO MORENO;35010;MASSANZAGO;;;COLTIVAZIONI AGRICOLE ASSOCIATE ALL'ALLEVAMENTO DI ANIMALI;01.5;Allevamento di animali e coltivazioni associate all'allevamento;VIA STRADONA, 62, 35010 MASSANZAGO PD;;;;;;;;;;
00661450288;SEDE;IMPRESA INDIVIDUALE;;13/12/1996;GALLO STANISLAO;35010;MASSANZAGO;;049/5720124;ALLEVAMENTO DI BOVINI E BUFALINI DA CARNE;01.42;Allevamento di animali e coltivazioni associate all'allevamento;VIA CAVINELLO, 3, 35010 MASSANZAGO PD;;;;;;;;;;
01934640283;SEDE;IMPRESA INDIVIDUALE;;10/12/1996;GASPARINI ESTERINA;35010;MASSANZAGO;0-2;;COLTIVAZIONI DI CEREALI;01.11.4;Coltivazione di colture agricole e riproduzione piante;VIA G.MARCONI, 32, 35010 MASSANZAGO PD;;;;;;;;;;
01649310289;SEDE;IMPRESA INDIVIDUALE;;23/12/1996;GHION DIEGO;35010;MASSANZAGO;0-2;;COLTIVAZIONI DI CEREALI;01.11.4;Coltivazione di colture agricole e riproduzione piante;VIA STRADONA, 27, 35010 MASSANZAGO PD;;;;;;;;;;
00923230288;SEDE;IMPRESA INDIVIDUALE;;13/12/1996;GUIDOLIN RINO;35010;MASSANZAGO;0-2;;ALLEVAMENTO DI BOVINI E BUFALINI DA CARNE;01.42;Allevamento di animali e coltivazioni associate all'allevamento;VIA CORNARA, 6, 35010 MASSANZAGO PD;;;;;;;;;;
01824940272;SEDE;IMPRESA INDIVIDUALE;;24/07/2008;LIBRALESSO MARIO;35010;MASSANZAGO;;;COLTIVAZIONI MISTE DI CEREALI ED ALTRI SEMINATIVI IN GENERE (DAL 20/7/2008);01.11.4;Coltivazione di colture agricole e riproduzione piante;VIA ANTONIO VIVALDI, 10, 35010 MASSANZAGO PD;;;;;;;;;;
00720820281;SEDE;IMPRESA INDIVIDUALE;;22/10/1996;MALVESTIO PAOLO;35010;MASSANZAGO;3-9;;COLTIVAZIONI AGRICOLE ASSOCIATE ALL'ALLEVAMENTO DI ANIMALI (DAL 1.1.1973);01.5;Allevamento di animali e coltivazioni associate all'allevamento;VIA BIGOLO, 11, 35010 MASSANZAGO PD;;;;;;;;;;
03581380288;SEDE;IMPRESA INDIVIDUALE;;10/12/2002;MARCONATO DANTE;35010;MASSANZAGO;0-2;;MANUTENZIONE GIARDINI E AREE VERDI;01.13.1;Coltivazione di colture agricole e riproduzione piante;VIALE ROMA, 62/C, 35010 MASSANZAGO PD;;;;;;;;;;
05076480283;SEDE;IMPRESA INDIVIDUALE;;11/02/2019;MIANTE GIULIANA;35010;MASSANZAGO;;;SILVICOLTURA ED ALTRE ATTIVITA' FORESTALI (AD ESCLUSIONE DEL VIVAIO FORESTALE);02.1;Silvicultura e utilizzo delle aree forestali;VIA CARLO GOLDONI, 24, 35010 MASSANZAGO PD;;;;;;;;;;
03245980283;SEDE;IMPRESA INDIVIDUALE;;17/03/1997;MILAN ROSSANA;35010;MASSANZAGO;0-2;;COLTIVAZIONE MISTA DI CEREALI E ALTRI SEMINATIVI (DAL 14.02.1997);01.11.4;Coltivazione di colture agricole e riproduzione piante;VIA STRADONA, 86, 35010 MASSANZAGO PD;;;;;;;;;;
02544830280;SEDE;IMPRESA INDIVIDUALE;;10/12/1996;MOGNO FABIO;35010;MASSANZAGO;0-2;;COLTIVAZIONI DI CEREALI;01.11.4;Coltivazione di colture agricole e riproduzione piante;VIA SILVESTRI, 9/B, 35010 MASSANZAGO PD;;;;;;;;;;
04905590289;SEDE;IMPRESA INDIVIDUALE;;04/08/2016;MORETTO RENATO;35010;MASSANZAGO;;;COLTIVAZIONI MISTE DI CEREALI ED ALTRI SEMINATIVI;01.11.4;Coltivazione di colture agricole e riproduzione piante;VIA PADOVANE, 7, 35010 MASSANZAGO PD;;;;;;;;;;
02165320280;SEDE;IMPRESA INDIVIDUALE;;23/12/1996;NEGRIN GIANNINA;35010;MASSANZAGO;0-2;;COLTIVAZIONE DI ORTAGGI;01.13.1;Coltivazione di colture agricole e riproduzione piante;VIA G.BOSCO, 7, 35010 MASSANZAGO PD;;;;;;;;;;
01434550289;SEDE;IMPRESA INDIVIDUALE;;27/12/1996;NEGRO IGINO;35010;MASSANZAGO;0-2;019/5720040;COLTIVAZIONE DI GRANOTURCO (DAL 01.03.1996);01.11.4;Coltivazione di colture agricole e riproduzione piante;VIA CHIESA, 2, 35010 MASSANZAGO PD;;;;;;;;;;
05088090286;SEDE;SOCIETA' IN ACCOMANDITA SEMPLICE;;16/10/2017;NICOLA PERIN SAS DI PERIN NICOLA;35010;MASSANZAGO;0-2;;INSTALLAZIONE DI COPERTURE  ANTIGRANDINE;01.61;Attività di supporto all'agricoltura e alla caccia;VIA CANCELLERIA, 16, 35010 MASSANZAGO PD;;;;;;;;;;
00048790281;SEDE;IMPRESA INDIVIDUALE;;14/11/1962;NOVELLO SILVANO;35010;MASSANZAGO;3-9;049/5797007;SILVICOLTURA;02.1;Silvicultura e utilizzo delle aree forestali;;;;;;;;;;;
00048790281;UL;IMPRESA INDIVIDUALE;;03/01/2011;NOVELLO SILVANO;35010;MASSANZAGO;3-9;;;02.1;Silvicultura e utilizzo delle aree forestali;VIA BIGOLO, 15, 35010 MASSANZAGO PD;;;;;;;;;;
01314240282;SEDE;IMPRESA INDIVIDUALE;;23/12/1996;NOVELLO SILVIO;35010;MASSANZAGO;0-2;;COLTIVAZIONI CEREALICOLE;01.11.4;Coltivazione di colture agricole e riproduzione piante;VIA BIGOLO, 17, 35010 MASSANZAGO PD;;;;;;;;;;
02370880284;SEDE;IMPRESA INDIVIDUALE;;23/12/1996;PATTARO BRUNA;35010;MASSANZAGO;0-2;;ALLEVAMENTO DI POLLAME E ALTRI VOLATILI;01.47;Allevamento di animali e coltivazioni associate all'allevamento;VIA ARZARONI OVEST, 18, 35010 MASSANZAGO PD;;;;;;;;;;
00481540284;SEDE;IMPRESA INDIVIDUALE;;26/10/1978;PERIN ANTONIO;35010;MASSANZAGO;0-2;049/5797188;COLTIVAZIONI MISTE DI CEREALI E ALTRI SEMINATIVI (DAL 01/01/1973);01.11.4;Coltivazione di colture agricole e riproduzione piante;VIA MALCANTON, 16, 35010 MASSANZAGO PD;;;;;;;;;;
01067100287;SEDE;IMPRESA INDIVIDUALE;;23/12/1996;PERIN ANTONIO;35010;MASSANZAGO;0-2;;ALLEVAMENTO DI BOVINI E PRODUZIONE DI LATTE;01.5;Allevamento di animali e coltivazioni associate all'allevamento;VIA MALCANTON, 62, 35010 MASSANZAGO PD;;;;;;;;;;
02717010280;SEDE;IMPRESA INDIVIDUALE;;31/12/1998;PERIN DANILO;35010;MASSANZAGO;0-2;; ALLEVAMENTO BOVINI, BUFALINI, PRODUZIONE LATTE CRUDO (DAL 18.12.1998);01.41;Allevamento di animali e coltivazioni associate all'allevamento;;;;;;;;;;;
01649520283;SEDE;IMPRESA INDIVIDUALE;;23/12/1996;PERTILE FRANCESCO;35010;MASSANZAGO;0-2;049/5720258;COLTIVAZIONI DI CEREALI;01.11.4;Coltivazione di colture agricole e riproduzione piante;VIA CORNARA CAREGA, 11, 35010 MASSANZAGO PD;;;;;;;;;;
04889800282;SEDE;IMPRESA INDIVIDUALE;;01/06/2018;PERTILE STEFANO;35010;MASSANZAGO;;;COLTIVAZIONI MISTE DI CEREALI, LEGUMI DA GRANELLA E SEMI OLEOSI;01.11.4;Coltivazione di colture agricole e riproduzione piante;VIA STRADONA, 1/B, 35010 MASSANZAGO PD;;;;;;;;;;
01037800289;SEDE;IMPRESA INDIVIDUALE;;23/12/1996;PERTILE VALENTINO;35010;MASSANZAGO;0-2;;ALLEVAMNETO DI BOVINI BUFALINI PRODUZIONE LATTE CRUDO;01.41;Allevamento di animali e coltivazioni associate all'allevamento;VIA MONTELLO, 9, 35010 MASSANZAGO PD;;;;;;;;;;
02496650272;UL;IMPRESA INDIVIDUALE;;01/10/2019;PESCE PAOLO;35017;PIOMBINO DESE;;;ALLEVAMENTO DI BOVINI E BUFALINI DA CARNE (DAL 01/10/2019);01.42;Allevamento di animali e coltivazioni associate all'allevamento;VIA DE GASPERI, 7, 35017 PIOMBINO DESE PD;;;;;;;;;;
02602860286;SEDE;IMPRESA INDIVIDUALE;;23/12/1996;PIEROBON GIANCARLO;35010;MASSANZAGO;0-2;;COLTIVAZIONI DI CEREALI;01.11.4;Coltivazione di colture agricole e riproduzione piante;VIA DECIMA, 24, 35010 MASSANZAGO PD;;;;;;;;;;
04724440286;SEDE;IMPRESA INDIVIDUALE;;22/05/2013;PIEROBON LINO;35010;MASSANZAGO;;;COLTIVAZIONI MISTE CEREALI ED ALTRI SEMINATIVI;01.11.4;Coltivazione di colture agricole e riproduzione piante;VIA RINALDI, 7, 35010 MASSANZAGO PD;;;;;;;;;;
02696500285;SEDE;IMPRESA INDIVIDUALE;;10/12/1996;PIEROBON MORENO;35010;MASSANZAGO;0-2;049/5797253;ESERCIZIO MACCHINE AGRICOLE CONTO TERZI (DAL 12/04/2010);01.61;Attività di supporto all'agricoltura e alla caccia;VIA ROMA, 11, 35010 MASSANZAGO PD;;;;;;;;;;
02659700286;SEDE;IMPRESA INDIVIDUALE;;23/12/1996;RONCATO MARIA ROSA;35010;MASSANZAGO;0-2;;COMMERCIO ALL'INGEROSSO DI MACCHINE PER L'AGRICOLTURA (DAL 1.6.2005).;01.11.4;Coltivazione di colture agricole e riproduzione piante;VIA MARCONI, 40, 35010 MASSANZAGO PD;;;;;;;;;;
03391480286;SEDE;IMPRESA INDIVIDUALE;;23/01/2001;SABBADIN GUIDO;35010;MASSANZAGO;;;COLTIVAZIONI MISTE DI CEREALI ED ALTRI SEMINATIVI (DAL 9.1.1999).;01.11.4;Coltivazione di colture agricole e riproduzione piante;VIA MALCANTON, 48/A, 35010 MASSANZAGO PD;;;;;;;;;;
01853390282;SEDE;IMPRESA INDIVIDUALE;;23/12/1996;SARTORI LORENZO;35010;MASSANZAGO;0-2;049/5720336;ALLEVAMENTO DI BOVINI E PRODUZIONE DI LATTE;01.41;Allevamento di animali e coltivazioni associate all'allevamento;VIA SEMITECOLO, 1, 35010 MASSANZAGO PD;;;;;;;;;;
02643060284;SEDE;IMPRESA INDIVIDUALE;;13/12/1996;SCAPINELLO GIULIANO;35010;MASSANZAGO;0-2;049/5797584;ALLEVAMENTO DI  BOVINI BUFALINI PRODUZIONE LATTE CRUDO;01.41;Allevamento di animali e coltivazioni associate all'allevamento;VIA CAVINAZZO, 11, 35010 MASSANZAGO PD;;;;;;;;;;
00278880281;SEDE;IMPRESA INDIVIDUALE;;23/12/1996;SCATTOLIN STEFANO;35010;MASSANZAGO;0-2;049/5720082;COLTIVAZIONE MISTA DI CEREALI E ALTRI SEMINATIVI (DAL 05.10.1994);01.11.4;Coltivazione di colture agricole e riproduzione piante;VIA CAVINELLO, 13, 35010 MASSANZAGO PD;;;;;;;;;;
01173950286;SEDE;IMPRESA INDIVIDUALE;;10/12/1996;SCHIAVO TULLIO;35010;MASSANZAGO;0-2;;COLVAZIONE DI NOCI;01.2;Coltivazione di colture agricole e riproduzione piante;VIA ROMA, 67, 35010 MASSANZAGO PD;;;;;;;;;;
01630450284;SEDE;IMPRESA INDIVIDUALE;;13/12/1996;SIMIONATO GIUSEPPE;35010;MASSANZAGO;0-2;;COLTIVAZIONI MISTE DI CEREALI E ALTRI SEMINATIVI;01.11.4;Coltivazione di colture agricole e riproduzione piante;VIA SILVESTRI, 1, 35010 MASSANZAGO PD;;;;;;;;;;
04625020286;SEDE;IMPRESA INDIVIDUALE;;10/02/2012;SIMIONATO VINCENZO;35010;MASSANZAGO;;;COLTIVAZIONI MISTE DI CEREALI ED ALTRI SEMINATIVI;01.11.4;Coltivazione di colture agricole e riproduzione piante;VIA ZEMINIANELLA, 4, 35010 MASSANZAGO PD;;;;;;;;;;
04347810287;SEDE;SOCIETA' SEMPLICE;;23/01/2009;SOCIETA' AGRICOLA AGRIVERDE DI CORO' GIORGIO E FIGLI S.S.;35010;MASSANZAGO;0-2;;ALLEVAMENTO DI SUINI, COLTIVAZIONE DI CEREALI.;01.46;Allevamento di animali e coltivazioni associate all'allevamento;VIA ARZARONI OVEST, 24, 35010 MASSANZAGO PD;http://www.agriturismoagriverde.it/;grigliata, tagliata, apertura, cucina, agriverde, arrosto, eventi, leggera, completa, aggiornamento, cellulare, sapori, estesa, piatti, ovest, massanzago, arzaroni, veneto, pranzo, prodotti, euro, nostrani, obbligatoria, tradizione, misto, tagliata grigliata, tagliata arrosto, grigliata completa, grigliata leggera, arzaroni ovest;True;it;https://www.facebook.com/agriturismoagriverde.coro;;;;;
04261380283;SEDE;SOCIETA' SEMPLICE;;31/01/2008;SOCIETA' AGRICOLA ARCOBALENO  S.S.;35010;MASSANZAGO;;;COLTIVAZIONI AGRICOLE ASSOCIATE ALL'ALLEVAMENTO DI ANIMALI (DAL 02,01.2008);01.5;Allevamento di animali e coltivazioni associate all'allevamento;VIA DECIMA, 20, 35010 MASSANZAGO PD;;;;;;;;;;
04658330289;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;20/06/2012;SOCIETA' AGRICOLA ASTRA S.R.L.;35010;MASSANZAGO;;;COLTIVAZIONI MISTE CEREALI, LEGUMI DA GRANELLA, SEMI OLEOSI;01.11.4;Coltivazione di colture agricole e riproduzione piante;VIA PADOVANE, 5, 35010 MASSANZAGO PD;;;;;;;;;;
02279580282;SEDE;SOCIETA' SEMPLICE;;10/12/1996;SOCIETA' AGRICOLA BUSTREO F.LLI S.S. DI BUSTREO VITTORIO, LUCA, FILIPPO;35010;MASSANZAGO;0-2;049/5797265;ALLEVAMENTO DI SUINI (DAL 01/02/2000).;01.46;Allevamento di animali e coltivazioni associate all'allevamento;VIA BIGOLO, 12, 35010 MASSANZAGO PD;;;;;;;;;;
03210980284;SEDE;SOCIETA' SEMPLICE;;11/03/1997;SOCIETA' AGRICOLA CAMPELLO DI CAMPELLO ROBERTO E MAURO S.S.;35010;MASSANZAGO;0-2;049/5797126;ALLEVAMENTO DI POLLAME E ALTRI VOLATILI (DAL 19.11.1996);01.47;Allevamento di animali e coltivazioni associate all'allevamento;VIA CA' ZORZI, 3, 35010 MASSANZAGO PD;;;;;;;;;;
04434550283;SEDE;SOCIETA' SEMPLICE;;14/01/2010;SOCIETA' AGRICOLA COSTA & CARRARO S.S.;35010;MASSANZAGO;;;ALLEVAMENTO DI BOVINI DA CARNE;01.11.4;Coltivazione di colture agricole e riproduzione piante;VIA SEMITECOLO, 10, 35010 MASSANZAGO PD;;;;;;;;;;
01210650386;SEDE;SOCIETA' IN ACCOMANDITA SEMPLICE;;03/12/2004;SOCIETA' AGRICOLA S. CRISTOFORO - S.A.S. DI NEGRIN GIANNINA & C.;35010;MASSANZAGO;;;COLTIVAZIONI MISTE DI CEREALI E ALTRI SEMINATIVI (DAL 6.11.2004).;01.11.4;Coltivazione di colture agricole e riproduzione piante;VIA DON G. BOSCO, 7, 35010 MASSANZAGO PD;;;;;;;;;;
04641480282;SEDE;SOCIETA' SEMPLICE;;17/04/2012;SOCIETA' AGRICOLA TOMMASO MOCENIGO S.S.;35010;MASSANZAGO;;;COLTIVAZIONE MISTA DI CEREALI;01.11.1;Coltivazione di colture agricole e riproduzione piante;VIA SAN PIO X, 11, 35010 MASSANZAGO PD;;;;;;;;;;
00219170289;SEDE;IMPRESA INDIVIDUALE;;29/11/2007;SORATO LUCIO;35010;MASSANZAGO;0-2;;COLTIVAZIONE DI ORTAGGI IN PIENA ARIA (DAL 24/10/2007);01.13.1;Coltivazione di colture agricole e riproduzione piante;VIA STRADONA, 13, 35010 MASSANZAGO PD;;;;;;;;;;
02088180282;SEDE;IMPRESA INDIVIDUALE;;10/07/1986;STIRERIA REBESCHINI ENZO;35010;MASSANZAGO;;049/5720091;SILVICOLTURA E UTILIZZAZIONE DI AREE FORESTALI E SERVIZI CONNESSI (DAL 06.05.1992);02.2;Silvicultura e utilizzo delle aree forestali;VIA ZEMINIANELLA, 21, 35010 MASSANZAGO PD;;;;;;;;;;
04056680285;SEDE;IMPRESA INDIVIDUALE;;20/03/2007;TOSATO MARIO;35010;MASSANZAGO;0-2;;COLTIVAZIONI MISTE DI CEREALI E DI ALTRI SEMINATIVI (DAL 01/01/2006);01.11.4;Coltivazione di colture agricole e riproduzione piante;VIA MUSON VECCHIO, 3, 35010 MASSANZAGO PD;;;;;;;;;;
04975760283;SEDE;IMPRESA INDIVIDUALE;;24/01/2017;TREVISAN AUGUSTO;35010;MASSANZAGO;;049/5797245;COLTIVAZIONI MISTE CEREALI, LEGUMI DA GRANELLA, SEMI OLEOSI;01.11.4;Coltivazione di colture agricole e riproduzione piante;VIA FOSSALTINA, 17, 35010 MASSANZAGO PD;;;;;;;;;;
01194790281;SEDE;IMPRESA INDIVIDUALE;;13/12/1996;VEDOVATO ANGELA;35010;MASSANZAGO;0-2;;COLTIVAZIONI MISTE DI CEREALI  E ALTRI SEMINATIVI;01.11.4;Coltivazione di colture agricole e riproduzione piante;VIA FOSSALTINA, 11, 35010 MASSANZAGO PD;;;;;;;;;;
01610450288;SEDE;IMPRESA INDIVIDUALE;;13/12/1996;ZANON GAETANO;35010;MASSANZAGO;0-2;;COLTIVAZIONI MISTE DI CEREALI, LEGUMI DA GRANELLA E SEMI OLEOSI;01.11.4;Coltivazione di colture agricole e riproduzione piante;VIA PICCHINI, 7, 35010 MASSANZAGO PD;;;;;;;;;;
04676190269;SEDE;IMPRESA INDIVIDUALE;;11/07/2014;ZARDO ADELINA;35010;MASSANZAGO;;;COLTIVAZIONE DI PIOPPI FINALIZZATA ALLA PRODUZIONE DI CASSETTE DI LEGNA;02.1;Silvicultura e utilizzo delle aree forestali;VIA CORNARA, 27, 35010 MASSANZAGO PD;;;;;;;;;;
00346510282;SEDE;IMPRESA INDIVIDUALE;;10/02/1995;ZIN CLAUDIO;35010;MASSANZAGO;0-2;049/5797198; ESERCIZIO MACCHINE AGRICOLE C/TO TERZI (DAL 30/12/94);01.61;Attività di supporto all'agricoltura e alla caccia;VIA CORNARA, 10, 35010 MASSANZAGO PD;;;;;;;;;;
05184870284;SEDE;IMPRESA INDIVIDUALE;;29/01/2019;AGGIO DANIELE;35017;PIOMBINO DESE;0-2;;ALLEVAMENTO DI BOVINI E BUFALINI DA CARNE;01.42;Allevamento di animali e coltivazioni associate all'allevamento;VIA PIAVE, 44/A, 35017 PIOMBINO DESE PD;;;;;;;;;;
01132940287;SEDE;IMPRESA INDIVIDUALE;;22/01/1987;AGGIO DAVIDE;35017;PIOMBINO DESE;0-2;049/5746092;ATTIVITA': ESERCIZIO DI MACCHINE AGRICOLE PER CONTO DI TERZI (DAL 1.1.1987).;01.61;Attività di supporto all'agricoltura e alla caccia;VIA PIAVE, 42, 35017 PIOMBINO DESE PD;;;;;;;;;;
04774720280;SEDE;IMPRESA INDIVIDUALE;;29/01/2015;AGGIO MATTIA;35017;PIOMBINO DESE;0-2;;COLTIVAZIONI AGRICOLE ASSOCIATE ALL'ALLEVAMENTO DI ANIMALI: ATTIVITA' MISTA;01.5;Allevamento di animali e coltivazioni associate all'allevamento;VIA PIAVE, 44/A, 35017 PIOMBINO DESE PD;;;;;;;;;;
02650200286;SEDE;IMPRESA INDIVIDUALE;;10/12/1996;AGGIO PAOLO;35017;PIOMBINO DESE;0-2;;PRODOTTI DI VIVAI;01.13.1;Coltivazione di colture agricole e riproduzione piante;VIA PIAVE, 26/A, 35017 PIOMBINO DESE PD;;;;;;;;;;
02132030277;SEDE;IMPRESA INDIVIDUALE;;13/04/2006;AMODEI ELISABETTA;35017;PIOMBINO DESE;;;COLTIVAZIONI MISTE DI CEREALI E ALTRI SEMINATIVI (DAL 22.02.06).;01.11.4;Coltivazione di colture agricole e riproduzione piante;VIA BOSCATO, 7, 35017 PIOMBINO DESE PD;;;;;;;;;;
02493580282;SEDE;SOCIETA' SEMPLICE;;12/02/1998;AZ. AGR. ZIN PASQUALE E FANTON MARIA SOCIETA' SEMPLICE;35017;PIOMBINO DESE;0-2;049/9350131;COLTIVAZIONI MISTE DI CEREALI E ALTRI SEMINATIVI (DAL 15.09.1991);01.11.4;Coltivazione di colture agricole e riproduzione piante;VIA PADANA, 13, 35017 PIOMBINO DESE PD;;;;;;;;;;
04001180274;UL;SOCIETA' A RESPONSABILITA' LIMITATA CON UNICO SOCIO;;10/01/2011;AZ. AGRICOL FLYING'S SRL;35017;PIOMBINO DESE;;;AZIENDA AGRICOLA: ALLEVAMENTO DI CAVALLI (DAL 10/01/2011), SCUDERIA CAVALLI (DAL 09/09/2013);01.43;Allevamento di animali e coltivazioni associate all'allevamento;VIA DEI MARCELLO, 6, 35017 PIOMBINO DESE PD;;;;;;;;;;
02689950281;SEDE;SOCIETA' SEMPLICE;;10/12/1996;AZ.AGRICOLA FRATELLI TROMBETTA;35017;PIOMBINO DESE;0-2;;ALLEVAMENTO DI BOVINI E PRODUZIONE DI LATTE;01.5;Allevamento di animali e coltivazioni associate all'allevamento;VIA PRATI, 3, 35017 PIOMBINO DESE PD;;;;;;;;;;
05001340289;SEDE;IMPRESA INDIVIDUALE;;23/02/2017;AZIENDA AGRICOLA AGS DI GUMIRATO ALESSANDRO;35017;PIOMBINO DESE;0-2;;COLTIVAZIONE DI ORTAGGI IN PIENA ARIA;01.13.1;Coltivazione di colture agricole e riproduzione piante;VIA RONCHI DX, 10, 35017 PIOMBINO DESE PD;;;;;;;;;;
00189050289;SEDE;IMPRESA INDIVIDUALE;;23/12/1996;AZIENDA AGRICOLA ALLE SORGENTI DEL SILE DI MARCONATO ERNESTINA;35017;PIOMBINO DESE;0-2;;COLTIVAZIONE DI ORTAGGI E CONFEZIONAMENTO PER LA VENDITA;01.13;Coltivazione di colture agricole e riproduzione piante;VIA PIAVE, 35/2, 35017 PIOMBINO DESE PD;;;;;;;;;;
00189050289;UL;IMPRESA INDIVIDUALE;;31/12/2006;AZIENDA AGRICOLA ALLE SORGENTI DEL SILE DI MARCONATO ERNESTINA;35017;PIOMBINO DESE;0-2;;COLTIVAZIONE DI ORTAGGI (DAL 31/12/2006);01.13;Coltivazione di colture agricole e riproduzione piante;VIA MONTE GRAPPA, 18, 35017 PIOMBINO DESE PD;;;;;;;;;;
