Partita_IVA;Sede_o_UL;Forma_giuridica;Email;Data_iscrizione;Denominazione;Cap;Comune;Classe_addetti;Telefono;Attivita'_dichiarata;Codice_ateco_principale;Settore_livello_2;Indirizzo_corretto;URL;Keys;Has_contact_form;Available_translations;Facebook;Twitter;Linkedin;Youtube;Pinterest;Instagram
01062190283;SEDE;IMPRESA INDIVIDUALE;;18/02/1991;CAGNIN GIANFRANCO;35010;LOREGGIA;3-9;049/9355100;FABBRICAZIONE ED ASSEMBLAGGI BRUCIATORI;28.21.1;Industrie meccaniche, metallurgiche ed elettroniche;VIA LOREGGIOLA, 111, 35010 LOREGGIA PD;;;;;;;;;;
04386130282;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;INFO@CARNIBONETTO.IT;24/04/2009;CARNI BONETTO S.R.L. PRODUZIONE SALUMI TIPICI VENETI;35010;LOREGGIA;3-9;049/5794385;PRODUZIONE DI INSACCATI (DAL 15.09.2009);10.13;Industrie alimentari, delle bevande e del tabacco;VIA RONCHI, 145, 35010 LOREGGIA PD;;;;;;;;;;
00049070287;UL;SOCIETA' A RESPONSABILITA' LIMITATA;;03/08/1993;CHEMICAL WORLD S.R.L. - PRODOTTI CHIMICI INDUSTRIALI CON SIGLA CHEMICAL WORLD S.R.L.;35010;LOREGGIA;;049/9301572;ATTIVITA': PREPARAZIONE E PRODUZIONE DI PRODOTTI CHIMICI PER LA DETERGENZA E PER L'EDILIZIA (DAL 3.8.1993) ***************** ATTIVITA' SOSPESA DAL 10.01.2000 AL 10.01.2001 ***************;20.41;Industrie chimiche, plastiche e farmaceutiche;VIA RONCHI, 135, 35010 LOREGGIA PD;;;;;;;;;;
05029110284;SEDE;IMPRESA INDIVIDUALE;;03/02/2017;CMC DI CALZAVARA CARLOALBERTO;35010;LOREGGIA;0-2;;FABBRICAZIONI DI MOBILI IN LEGNO PER NEGOZI ED UFFICI;31.01.22;Industrie del legno, dell'arredo e della carta;VIA DELL'ARTIGIANATO, 8/B, 35010 LOREGGIA PD;https://www.cmc-arredamenti.it/;arredamenti, cmc, misura, progetti, calzavara, chiamaci, ale, portfolio, arredi, bagno, carlo, bagni, shopping, carloalberto, basket, lavanderia, salotto, armadio, sottoscala, works, projects, previous, moderno, commenti, feed, cmc arredamenti, arredi misura, arredamenti misura, carlo calzavara, cmc calzavara;True;en, it;https://www.facebook.com/CMC-Arredamenti-279419052600235/;;;;;https://www.instagram.com/cmc_di_calzavara/
04427230281;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA CON UNICO SOCIO;;13/11/2009;C.NO. DISTRIBUTION S.R.L.;35010;LOREGGIA;0-2;;PRODUZIONE DI ARTICOLI VARI DI ABBIGLIAMENTO (ABITI E TESSILI)(DAL 12.11.2009);14.1;Industrie tessili e di abbigliamento;VIA PILA, 6/A, 35010 LOREGGIA PD;;;;;;;;;;
04773430287;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA CON UNICO SOCIO;;16/12/2013;C.NO. S.R.L.;35010;LOREGGIA;;;CONFEZIONE IN SERIE DI ABBIGLIAMENTO ESTERNO.;14.13.1;Industrie tessili e di abbigliamento;VIA PILA, 6/A, 35010 LOREGGIA PD;;;;;;;;;;
03347860284;SEDE;SOCIETA' IN NOME COLLETTIVO;;20/07/1998;COLETTO S.N.C. DI COLETTO MARIO E SILVANO;35010;LOREGGIA;0-2;0336/287198;- MONTAGGIO ARREDAMENTI IN LEGNO, RESTAURO DI MOBILI E ARREDI,  MONTAGGIO TETTI IN LEGNO (DAL 01.07.98);31.09;Industrie del legno, dell'arredo e della carta;VIA ROMA, 15, 35010 LOREGGIA PD;;;;;;;;;;
01303060287;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;13/11/1986;COMEX GROUP S.R.L.;35012;LOREGGIA;3-9;;PRODUZIONE E INSTALLAZIONE DI IMPIANTI DI RISCALDAMENTO E DI CLIMATIZZAZIONE AZIONATI DA FLUIDO LIQUIDO,AERIFORME, GASSOSO E DI QUALSIASI NATURA O SPECIE, IMPIANTI IDROSANITARI NONCHE' QUELLI DI TRASPORTO, DI TRATTAMENTO, DI USO, DI ACCUMULO E DI CONSUMO DI ACQUA ALL'INTERNO DEGLI EDIFICI A PARTIRE DAL PUNTO DI CONSEGNA DELL'ACQUA FORNITA DALL'ENTE DISTRIBUTORE, IMPIANTI PER IL TRASPORTO E L'UTILIZZAZIONE DIGAS ALLO STATO LIQUIDO O AERIFORME ALL'INTERNO DEGLI EDIFICI A PARTIRE DALPUNTO DI CONSEGNA DEL COMBUSTIBILE GASSOSO FORNITO DALL'ENTE DISTRIBUTORE (DAL 27.11.1997);25.21;Industrie meccaniche, metallurgiche ed elettroniche;VIA EUROPA UNITA, 19, 35012 LOREGGIA PD;https://www.comexgroup.it/;preferenze, gestisci, comex, leader, tecnica, gas, archiviazione, title, smart, elettrica, frio, calore, alimentazione, motore, endotermico, aria, open, diretta, espansione, idronica, rete, litio, statistiche, comunicazione, legittimo, archiviazione tecnica, motore endotermico, espansione diretta, alimentazione elettrica, endotermico gas;True;en, it;;;https://www.linkedin.com/company/comexgroupsrl;;;
04683560280;SEDE;IMPRESA INDIVIDUALE;;16/11/2012;CONFEZIONE ZHU AIJU;35010;LOREGGIA;3-9;;CONFEZIONE DI ABBIGLIAMENTO E ACCESSORI;14.1;Industrie tessili e di abbigliamento;VIA PILA, 19, 35010 LOREGGIA PD;;;;;;;;;;
05779960482;SEDE;IMPRESA INDIVIDUALE;;11/10/2007;CONFEZIONI DI CHEN YUANJIE;35010;LOREGGIA;0-2;; CONFEZIONI ED ACCESSORI PER L'ABBIGLIAMENTO (DAL 13.09.2007);14.19.1;Industrie tessili e di abbigliamento;VIA PILA, 19, 35010 LOREGGIA PD;;;;;;;;;;
05456850287;SEDE;IMPRESA INDIVIDUALE;;22/04/2022;CONFEZIONI DI HU CAILI;35010;LOREGGIA;;;CONFEZIONI DI ARTICOLI DI ABBIGLIAMENTO;14.13.1;Industrie tessili e di abbigliamento;VIA PILA, 19, 35010 LOREGGIA PD;;;;;;;;;;
05235480281;SEDE;IMPRESA INDIVIDUALE;;07/08/2019;CONFEZIONI DI LIU JIFENG;35010;LOREGGIA;3-9;;CONFEZIONI DI ARTICOLI DI ABBIGLIAMENTO;14.13.1;Industrie tessili e di abbigliamento;VIA PILA, 19, 35010 LOREGGIA PD;;;;;;;;;;
01274860285;SEDE;IMPRESA INDIVIDUALE;;13/05/1996;CONFEZIONI GIOVANNA DI LONGO GIOVANNA;35010;LOREGGIA;0-2;; SARTA SU MISURA E CONFEZIONI CONTO TERZI (DAL 04.3.1996);14.13.2;Industrie tessili e di abbigliamento;VIA MONTE GRAPPA, 18, 35010 LOREGGIA PD;;;;;;;;;;
02457460281;SEDE;SOCIETA' IN NOME COLLETTIVO;;11/04/1991;CONFEZIONI VALENTINA S.N.C. DI SCANTAMBURLO MARIA GRAZIA & C.;35010;LOREGGIA;0-2;049/9355415;ATTIVITA': LABORATORIO DI CONFEZIONI (DAL 9.4.1991).;14.1;Industrie tessili e di abbigliamento;VIA LOREGGIOLA, 99/B, 35010 LOREGGIA PD;;;;;;;;;;
04797910280;SEDE;IMPRESA INDIVIDUALE;ZHANG.CUIWEI@PECSICURA.IT;26/03/2014;CONFEZIONI ZHANG CUIWEI;35010;LOREGGIA;3-9;;CONFEZIONI VARIE E ACCESSORI PER L'ABBIGLIAMENTO;14.19.1;Industrie tessili e di abbigliamento;VIA GUIZZE ALTE, 32, 35010 LOREGGIA PD;;;;;;;;;;
04938970284;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;26/11/2015;COPRIK SOCIETA' A RESPONSABILITA' LIMITATA;35010;LOREGGIA;0-2;;PRODUZIONE MATERIALI PER RIVESTIMENTI;20.3;Industrie chimiche, plastiche e farmaceutiche;VIA DEL SANTO, 1, 35010 LOREGGIA PD;;;;;;;;;;
02658400284;SEDE;SOCIETA' IN NOME COLLETTIVO;;17/04/1996;CREMASCO ILLUMINAZIONE S.N.C. DI CREMASCO GIANNINO & C.;35010;LOREGGIA;0-2;;COSTRUZIONE LAMPADARI DI QUALSIASI TIPO (LEGNO, OTTONE, FERRO E VETRO) E LAVORI DI MECCANICA GENERALE (DAL 20.2.1996), PRODUZIONE DI SPECCHI (DAL 26.9.1996);27.40.09;Industrie meccaniche, metallurgiche ed elettroniche;VIA RONCHI, 86, 35010 LOREGGIA PD;http://www.cremasco.it/;tradizione, illuminazione, cremasco, lamp, hall, booth, trapezio, collection, cupola, prodotti, rilegato, hours, luce, opere, irregolare, veneta, piramide, prisma, twist, slim, cono, notte, diamante, greca, sort, illuminazione tradizione, hall booth, opere luce, tradizione veneta, doha hall;True;en, it;;;;;;
03734480282;SEDE;IMPRESA INDIVIDUALE;;30/05/2002;C.S.B. SYSTEM DI SALVALAGGIO DINO;35010;LOREGGIA;;;PRODUZIONE DI PRODOTTI PER L'ALIMENTAZIONE DEGLI ANIMALI DA COMPAGNIA;10.92;Industrie alimentari, delle bevande e del tabacco;VIA GUIZZE ALTE, 30, 35010 LOREGGIA PD;;;;;;;;;;
03220260289;SEDE;IMPRESA INDIVIDUALE;;15/01/1997;D.B.E. DI DE FANTI BERNARD ETTORINO;35010;LOREGGIA;0-2;;MANUTENZIONI E ASSISTENZA TECNICA MACCHINARI;33.12.99;Industrie meccaniche, metallurgiche ed elettroniche;VIA BOSCALTO EST, 33, 35010 LOREGGIA PD;;;;;;;;;;
04979730282;SEDE;IMPRESA INDIVIDUALE;;15/04/2016;DEPESCAL DI MASSAROTTO ANNA GIUSEPPINA;35010;LOREGGIA;0-2;;FABBRICAZIONE E MONTAGGIO DI SCALE IN LEGNO E LAVORI DI FALEGNAMERIA IN GENERE;16.23.2;Industrie del legno, dell'arredo e della carta;VIA DELL'ARTIGIANATO, 20, 35010 LOREGGIA PD;;;;;;;;;;
03334490285;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;16/06/1998;DE.VI. S.R.L.;35010;LOREGGIA;3-9;049/9302885; FABBRICAZIONE MOBILI METALLICI (DAL 27.04.1998);31.01.21;Industrie del legno, dell'arredo e della carta;VIA RONCHI, 101, 35010 LOREGGIA PD;;;;;;;;;;
04628550289;SEDE;SOCIETA' IN ACCOMANDITA SEMPLICE;;23/02/2012;EBAC DI PAROLIN LUISA & C. S.A.S.;35010;LOREGGIA;3-9;;PRODUZIONE  DI PRODOTTI CARTOTECNICI. CONFEZIONAMENTO DI SCATOLE, IMBALLAGGI ED AFFINI, IN CARTA E IN CARTONE DI VARIO GENERE.;17.23;Industrie del legno, dell'arredo e della carta;VIA DELL'ARTIGIANATO, 9/A, 35010 LOREGGIA PD;;;;;;;;;;
03316960289;UL;SOCIETA' IN ACCOMANDITA SEMPLICE;;01/07/2018;EDAR S.A.S. DI MASON WALTER & C.;35017;PIOMBINO DESE;3-9;;FABBRICAZIONE DI ALTRE APPARECCHIATURE PER ILLUMINAZIONE ULTERIORI SPECIFICHE: FABBRICAZIONE DI DISPOSITIVI DI ILLUMINAZIONE PER SOFFITTO, FABBRICAZIONE DI LAMPADARI, FABBRICAZIONE DI LAMPADE DA TAVOLO  (DAL 01.07.2018);27.40.09;Industrie meccaniche, metallurgiche ed elettroniche;VIA PACINOTTI, 29, 35017 PIOMBINO DESE PD;;;;;;;;;;
05101540283;SEDE;IMPRESA INDIVIDUALE;;17/01/2018;EMOZIONI IN VETRO DI CAODURO CESARE;35010;LOREGGIA;0-2;;MONTAGGIO E ASSEMBLAGGIO DI APPARECCHI PER L'ILLUMINAZIONE;27.40.09;Industrie meccaniche, metallurgiche ed elettroniche;VIA DEL SANTO, 17/B, 35010 LOREGGIA PD;http://www.emozioniinvetro.it/;vetro, prodotti, emozioni, csr, tva, cdr, cesare, elementi, lis, numero, loreggia, santo, caoduro, ust, impr, sezione, precedente, tipologia, luci, considerarsi, approssimative, lampadario, led, colori, stile, emozioni vetro, vetro caoduro, cdr csr, tva ust, santo loreggia;True;it;https://www.facebook.com/pages/category/Furniture/Emozioni-in-Vetro-2470363369640437/;;;;;https://instagram.com/
04770730283;SEDE;SOCIETA' IN ACCOMANDITA SEMPLICE;;15/01/2015;EREDI TURCATO PAOLO - SAS DI TURCATO FABRIZIO & C.;35010;LOREGGIA;0-2;;ATTIVITA' DI FALEGNAMERIA;31.09.3;Industrie del legno, dell'arredo e della carta;VIA ROMA, 67, 35010 LOREGGIA PD;http://www.rimedionatura.com/;turcato, arredamenti, produzioni, tessuto, bar, pubblici, divani, locali, hotel, cinema, prodotti, tendaggi, teatri, discoteche, loreggia, fabrizio, padova, roma, privati, emas, sedile, listelli, scocca, ambientali, poltrone, arredamenti turcato, turcato produzioni, locali pubblici, cinema teatri, hotel cinema;;it;;;;;;
00202060281;SEDE;SOCIETA' IN ACCOMANDITA SEMPLICE;;24/11/1972;FALEGNAMERIA BRAGAGNOLO E PIEROBON SAS DI PIEROBON ALBERTO E C.;35010;LOREGGIA;0-2;049/5790355;PRODUZIONE SERRAMENTI IN LEGNO ED AFFINI;16.23.1;Industrie del legno, dell'arredo e della carta;VIA EUROPA UNITA, 5, 35010 LOREGGIA PD;;;;;;;;;;
00850970286;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;24/04/1979;FAVARETTO S.R.L.;35010;LOREGGIA;0-2;049/9301100;;17.12;Industrie del legno, dell'arredo e della carta;VIA DELL'ARTIGIANATO, 4, 35010 LOREGGIA PD;;;;;;;;;;
02365150289;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;info@santanselmo.it;11/07/1990;FORNACE S.ANSELMO S.R.L.;35010;LOREGGIA;50-249;049/9300312;PRODUZIONE DI LATERIZI (DAL 03.03.1990)  L'ESERCIZIO DELL'ATTIVITA' FINANZIARIA IN GENERE, L'ACQUISTO E LA VENDITA DI PARTECIPAZIONI MINORITARIE E NON, IN SOCIETA'INDUSTRIALI, COMMERCIALI E FINANZIAIRE DI QUALSIASI TIPO, LA COMPRAVENDITA DI QUOTE, OBBLIGAZIONI E SIMILARI, DI CREDITI E DEI DIRITTI AD ESSE CONNESSI, 'ASSUNZIONE E LA CONCESSIONE DI PRESTITI DI QUALSIASI IMPORTO, LA DAZIONE  L'ASSUNZIONE DI GARANZIE REALI E NON (DAL 08.03.1990), COSTRUZIONE DI EDIFICI RESIDENZIALI E NON RESIDENZIALI, ALTRE ATTIVITA' DI LAVORI SPECIALIZZATI DI COSTRUZIONE N.C.A. (DAL 17/06/2021);23.32;Industrie meccaniche, metallurgiche ed elettroniche;VIA TOLOMEI, 61, 35010 LOREGGIA PD;;;;;;;;;;
00646430280;SEDE;SOCIETA' IN NOME COLLETTIVO;;05/04/1977;FRATELLI MARIGA DI MARIGA DANIELE E C. S.N.C.;35010;LOREGGIA;0-2;049/5791602;CARPENTERIA IN FERRO (DAL 03.04.1977);25.11;Industrie meccaniche, metallurgiche ed elettroniche;VIA ROMA, 31, 35010 LOREGGIA PD;;;;;;;;;;
05190100288;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;30/01/2019;G. SERVICE SRL;35010;LOREGGIA;3-9;;ATTIVITA' DI LEGATORIA E CARTOTECNICA;18.14;Industrie del legno, dell'arredo e della carta;VIA RONCHI, 19, 35010 LOREGGIA PD;https://gservice-srl.com/;oro, labbratura, verniciatura, profilatura, lavorazioni, spruzzo, cartotecniche, service, coloratura, argento, cartotecnica, lavorazione, libri, protected, brochures, saggio, profilature, passione, parole, cartotechniche, lavrazione, personalizza, stampa, entra, impegno, profilatura oro, verniciatura coloratura, lavorazioni cartotecniche, coloratura spruzzo, oro argento;True;en, it;;;;;;
03787270283;SEDE;IMPRESA INDIVIDUALE;;24/01/2003;GALIAZZO CHRISTIAN;35010;LOREGGIA;0-2;049/557164; FALEGNAME (DAL 16.01.2003);16.23.2;Industrie del legno, dell'arredo e della carta;VIA A. MANZONI, 3, 35010 LOREGGIA PD;;;;;;;;;;
04557000264;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;05/03/2018;GOLDME ITALIA SRL;35010;LOREGGIA;10-49;;LA PRODUZIONE E LA RELATIVA VENDITA DI ABBIGLIAMENTO, DI MAGLIERIA INTIMA ED ESTERNA, DI ARTICOLI AFFINI ED ACCESSORI (DAL 21/01/2013);14.13.1;Industrie tessili e di abbigliamento;VIA AURELIA, 35, 35010 LOREGGIA PD;http://www.goldmeitalia.com/;service, private, goldme, label, loreggia, multimediali, aurelia, artigiani, confezione, graphic, processi, lunga, corpo, ultimissimi, capi, livello, mettere, grado, prototipi, trasforma, commercializzazione, idee, laboratorio, campioni, industria, label service, private label, goldme private, service aurelia, aurelia loreggia;True;en, it;;;;;;
00800760282;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;20/09/1978;GRAFICHE TP S.R.L.;35010;LOREGGIA;0-2;049/5792434;TIPO-LITO-ZINCOGRAFIA (DAL 6.10.1978);18.12;Industrie del legno, dell'arredo e della carta;VIA AURELIA, 47, 35010 LOREGGIA PD;https://www.grafichetp.com/;grafiche, tp, ambiente, prodotti, talenti, strada, nasce, emissioni, loreggia, passione, territorio, fonti, intero, rende, carbon, tessaro, produttivo, indipendente, rispettando, installato, guida, iniziativa, rendendosi, intrapreso, rinnovabili, grafiche tp, ambiente territorio, completamente emissioni, rende pulito, impianto fotovoltaico;True;it;http://facebook.com;;;;;
04459020287;SEDE;IMPRESA INDIVIDUALE;;21/05/2010;HU JIANGUANG;35010;LOREGGIA;0-2;;FINISSAGGIO TESSILI, STIRATURA, APPLICAZIONE DI ETICHETTE SU CAPI DI ABBIGLIAMENTO CONTO TERZI, RIFINIURA, CONTROLLO E IMBUSTAMENTO ARTICOLI TESSILI;13.3;Industrie tessili e di abbigliamento;VIA MALFATTINI, 50, 35010 LOREGGIA PD;;;;;;;;;;
04072410287;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA CON UNICO SOCIO;;17/01/2006;IDROMAK S.R.L.;35010;LOREGGIA;0-2;;RIPARAZIONE E MANUTENZIONE DI POMPE, COMPRESSORI ED APPARECCHIATURE RELATIVE, APPARECCHIATURE FLUIDODINAMICHE E PNEUMATICHE.;33.12.1;Industrie meccaniche, metallurgiche ed elettroniche;VIA DEL SANTO, 11/B, 35010 LOREGGIA PD;;;;;;;;;;
02375080286;SEDE;SOCIETA' IN ACCOMANDITA SEMPLICE;;22/05/1990;IL GABBIANO S.A.S. DI PALLARO RENATO & C.;35010;LOREGGIA;0-2;049/9300973;PRODUZIONE E FINISSAGGIO DI PRODOTTI PER L'ABBIGLIAMENTO, LA COSTRUZIONE, ACQUISTO, VENDITA, PERMUTA, RISTRUTTURAZIONE, LOCAZIONE DI IMMOBILI CIVILI RUSTICI, URBANI E NON URBANI, INDUSTRIALI, ARTIGIANALI E COMMERCIALI (DAL 10/04/1990) COMMERCIO AMBULANTE DI MOBILI (DAL 13/12/1994) COMMERCIO ALL'INGROSSO DI MOBILI (DAL 10/10/1995);14.1;Industrie tessili e di abbigliamento;VIA LOREGGIOLA, 12, 35010 LOREGGIA PD;;;;;;;;;;
01309940284;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;04/12/1986;IMM. MA.RE S.R.L.;35010;LOREGGIA;0-2;;;18.13;Industrie del legno, dell'arredo e della carta;VIA ROMA, 26/1, 35010 LOREGGIA PD;;;;;;;;;;
04504430283;SEDE;SOCIETA' IN ACCOMANDITA SEMPLICE;;15/10/2010;IPROGENIA S.A.S. DI CAGNIN ING. DAVIDE & C.;35010;LOREGGIA;0-2;;INSTALLAZIONE DI  APPARECCHIATURE, AUTOMAZIONI ED IMPIANTI ELETTRONICI, ELETTROTECNICI ED ELETTROMECCANICI SU MACCHINARI INDUSTRIALI INCLUSA MANUTENZIONE E RIPARAZIONE.(DAL 17/09/2010);33.20.02;Industrie meccaniche, metallurgiche ed elettroniche;VIA LOREGGIOLA, 111, 35010 LOREGGIA PD;http://www.iprogenia.com/;iprogenia, energie, impianti, rinnovabili, industriali, cagnin, ing, davide, tecnologie, loreggiola, loreggia, principale, footer, fotovoltaico, energia, conto, solare, geotermico, trattamento, termico, tutoraggio, tipologia, speciali, evidenza, edifici, energie rinnovabili, loreggiola loreggia, iprogenia cagnin, iprogenia industriali, cagnin ing;False;it;;;;;;
03414680284;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA CON UNICO SOCIO;;20/05/1999;ISOLCEM ITALIA S.R.L.;35010;LOREGGIA;3-9;;FABBRICAZIONE DI COLORANTI E PIGMENTI, FABBRICAZIONE DI MATERIE PLASTICHE IN FORME PRIMARIE, FABBRICAZIONE DI PITTURE, VERNICI E SMALTI, INCHIOSTRI DA STAMPA E ADESIVI SINTETICI.;20.12;Industrie chimiche, plastiche e farmaceutiche;VIA DELL'ARTIGIANATO, 13, 35010 LOREGGIA PD;https://www.isolcem.com/;rain, vetrina, concrete, isolcem, water, listino, surfaces, prodotti, colore, loreggia, designed, artigianato, waterproofing, high, acqua, grigio, based, colour, grey, blindo, mortar, primer, cement, elastic, repellent, artigianato loreggia, isolcem artigianato, vetrina prodotti, isolcem vetrina, rain elastic;True;en, it;http://www.facebook.com;;;https://www.youtube.com/channel/UCCkI2acQpGYgpiKjsSgQgkQ;;
01276040282;SEDE;SOCIETA' IN NOME COLLETTIVO;;28/11/1985;LA TIPOLITOGRAFIA S.N.C. DI TERGOLINA GIUSEPPE & C.;35010;LOREGGIA;0-2;;TIPOLITOGRAFIA E CARTOTECNICA (DAL 30/9/1985).;18.12;Industrie del legno, dell'arredo e della carta;VIA CARPANE, 32, 35010 LOREGGIA PD;;;;;;;;;;
00987400280;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;03/01/1980;LA VENETA RETI S.R.L.;35010;LOREGGIA;50-249;049/5790800;LAVORAZIONE E TRASFORMAZIONE DEI MATERIALI FERROSI PER CEMENTI ARMATI, COSTRUZIO NI DI RETI IN FERRO, PRODUZIONE DI TRAFILATI;25.93.1;Industrie meccaniche, metallurgiche ed elettroniche;VIA EUROPA UNITA, 13, 35010 LOREGGIA PD;;;;;;;;;;
03880960285;SEDE;SOCIETA' IN NOME COLLETTIVO;;16/02/2004;L'ANTICO FORNO SNC DI SPAGNOLO PIERLUIGI E BERTONCELLO SONIA;35010;LOREGGIA;3-9;;PRODUZIONE DI PRODOTTI DI PANETTERIA, PASTICCERIA ED AFFINI (DAL 01.03.2004) COMMERCIO AL MINUTO DI PRODOTTI ALIMENTARI, PASTICCERIE ED AFFINI (DAL 11/03/2004);10.71.1;Industrie alimentari, delle bevande e del tabacco;VIA A. CECCON, 2/11, 35010 LOREGGIA PD;;;;;;;;;;
05258330280;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA;;16/12/2019;L'ARIETE METAL S.R.L.;35010;LOREGGIA;3-9;;FABBRICAZIONE DI STRUTTURE E PARTI ASSEMBLATE METALLICHE, COSTRUZIONE E MONTAGGIO DI STRUTTURE METALLICHE E PARTI DELLE STESSE, RINGHIERE, CANCELLI, SERRAMENTI, PORTE E GRIGLIE ANTI INTRUSIONE;25.11;Industrie meccaniche, metallurgiche ed elettroniche;VIA EUROPA UNITA, 2/B, 35010 LOREGGIA PD;https://www.arietemetal.it/;parapetti, pergolati, metal, ariete, arredo, parapetto, recinzioni, corten, bianco, urbano, carpenteria, strutturale, padova, acciaio, vetro, interno, loreggia, giardino, scale, unita, europa, vista, scala, cancelli, attivita, ariete metal, parapetti recinzioni, arredo urbano, carpenteria strutturale, urbano giardino;True;it, pt, ca, en;https://www.facebook.com/arietemetal/;;;;;https://www.instagram.com/arietemetal/
04708690286;SEDE;SOCIETA' A RESPONSABILITA' LIMITATA CON UNICO SOCIO;;12/02/2013;LAVOR METAL SRL;35010;LOREGGIA;10-49;;LAVORAZIONI MECCANICHE E DI CARPENTERIA METALLICA IN PROPRIO E CONTO TERZI;25.62;Industrie meccaniche, metallurgiche ed elettroniche;VIA RONCHI, 19, 35010 LOREGGIA PD;;;;;;;;;;
04708690286;UL;SOCIETA' A RESPONSABILITA' LIMITATA CON UNICO SOCIO;;01/01/2021;LAVOR METAL SRL;35010;LOREGGIA;10-49;;LAVORAZIONI MECCANICHE E DI CARPENTERIA METALLICA IN PRORPIO E CONTO TERZI (01/01/2021);25.62;Industrie meccaniche, metallurgiche ed elettroniche;VIA ANTONIO CECCON, 13/D, 35010 LOREGGIA PD;;;;;;;;;;
04708690286;UL;SOCIETA' A RESPONSABILITA' LIMITATA CON UNICO SOCIO;;01/02/2021;LAVOR METAL SRL;35010;LOREGGIA;10-49;;LAVORAZIONI MECCANICHE E CARPENTERIA METALLICA IN PROPRIO E CONTO TERZI (DAL 01/02/2021);25.62;Industrie meccaniche, metallurgiche ed elettroniche;VIA ANTONIO CECCON, 13/B, 35010 LOREGGIA PD;;;;;;;;;;
04708690286;UL;SOCIETA' A RESPONSABILITA' LIMITATA CON UNICO SOCIO;;28/05/2021;LAVOR METAL SRL;35010;LOREGGIA;10-49;;LABORATORIO MECCANICO PER ASSEMBLAGGIO COMPONENTI E PARTI DI ELETTRODOMESTICI (DAL 28/05/2021);25.62;Industrie meccaniche, metallurgiche ed elettroniche;VIA ANTONIO CECCON, 11/D, 35010 LOREGGIA PD;;;;;;;;;;
00993880285;SEDE;SOCIETA' IN NOME COLLETTIVO;;06/04/1981;LINOSYSTEM S.N.C. DI ZEVRAIN ALBERTO & C.;35010;LOREGGIA;0-2;049/9300944;;18.12;Industrie del legno, dell'arredo e della carta;VIA T. VECELLIO, 9, 35010 LOREGGIA PD;;;;;;;;;;
04003730282;SEDE;IMPRESA INDIVIDUALE;;20/04/2005;MASON FABIO;35010;LOREGGIA;0-2;; FABBRICAZIONE DI PORTE E FINESTRE IN LEGNO (DAL 06.04.2005),;16.23.1;Industrie del legno, dell'arredo e della carta;VIA CARPANE, 21, 35010 LOREGGIA PD;https://www.falegnameriamason.it/;serramenti, legno, restauro, mason, pvc, alluminio, infissi, falegnameria, prodotti, antichi, realizzazioni, finestre, artigiana, porte, loreggia, fabio, cell, carpane, trattamento, obbligatori, acconsento, campi, letto, contrassegnati, scuri, serramenti legno, serramenti pvc, legno alluminio, restauro serramenti, infissi legno;;it;;;;;;
03849880285;SEDE;IMPRESA INDIVIDUALE;;09/12/2003;MATTARA GASTONE LABORATORIO ODONTOTECNICO;35010;LOREGGIA;0-2;; FABBRICAZIONE E RIPARAZIONE DI PROTESI DENTARIE SU COMMISSIONE DI DENTISTI O PRIVATI UTILIZZATORI E TUTTE LE PRESTAZIONI DEL SETTORE ODONTOTECNICO A FAVORE DI ALTRI ODONTOTECNICI (DAL 01.10.2003);32.50.2;Altre industrie manifatturiere;VIA VENIER, 24, 35010 LOREGGIA PD;;;;;;;;;;
04520890288;SEDE;SOCIETA' PER AZIONI;;23/12/2010;MAZZONETTO S.P.A.;35010;LOREGGIA;50-249;;FABBRICAZIONE DI TUBI E CONDOTTI SALDATI E SIMILI;24.20.2;Industrie meccaniche, metallurgiche ed elettroniche;VIA A. CECCON, 10, 35010 LOREGGIA PD;https://www.mazzonettometalli.it/;acciaio, zinco, titanio, alluminio, coperture, naturale, preverniciato, prodotti, mazzonetto, prepatinato, rame, tecu, facciata, progettisti, zancoa, isc, padova, ceccon, loreggia, vestis, copertura, zincato, piombo, inox, mavis, zinco titanio, titanio prepatinato, ceccon loreggia, mazzonetto ceccon, acciaio zincato;False;it;;;;;;
